wwtp,prevind,fit,lag,window,start,aic,end
comb,hospital admissions,orig-pmmov_bcov_norm,-5,2,2020-10-17,369.6508406402123,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,-5,2,2020-10-17,-95.08926178719327,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-5,2,2020-10-17,385.8511096219001,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,-5,2,2020-10-17,-121.77659952769596,2020-10-31
comb,hospital admissions,orig-raw_data,-4,2,2020-10-17,246.3557176058589,2020-10-31
comb,hospital admissions,raw_data,-4,2,2020-10-17,-55.46113298505537,2020-10-31
comb,hospital admissions,orig-only_flow_norm,-4,2,2020-10-17,264.2835630098714,2020-10-31
comb,hospital admissions,only_flow_norm,-4,2,2020-10-17,-89.03351863445727,2020-10-31
comb,hospital admissions,orig-pmmov_norm,-4,2,2020-10-17,240.93487485800335,2020-10-31
comb,hospital admissions,pmmov_norm,-4,2,2020-10-17,-68.4979227927085,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,-4,2,2020-10-17,135.56098557508386,2020-10-31
comb,hospital admissions,only_bcov_norm,-4,2,2020-10-17,-106.28287762935128,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,-4,2,2020-10-17,151.4471725124481,2020-10-31
comb,hospital admissions,bcov_flow_norm,-4,2,2020-10-17,-128.45944260581706,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,-4,2,2020-10-17,367.2496886561435,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,-4,2,2020-10-17,-104.32627926263814,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-4,2,2020-10-17,382.9965898291053,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,-4,2,2020-10-17,-127.92236036950902,2020-10-31
comb,hospital admissions,orig-raw_data,-3,2,2020-10-17,247.68536577991136,2020-10-31
comb,hospital admissions,raw_data,-3,2,2020-10-17,-57.137541738543916,2020-10-31
comb,hospital admissions,orig-only_flow_norm,-3,2,2020-10-17,265.20443628558724,2020-10-31
comb,hospital admissions,only_flow_norm,-3,2,2020-10-17,-90.27589924055457,2020-10-31
comb,hospital admissions,orig-pmmov_norm,-3,2,2020-10-17,239.34091072632987,2020-10-31
comb,hospital admissions,pmmov_norm,-3,2,2020-10-17,-71.65754877857233,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,-3,2,2020-10-17,135.70443429613022,2020-10-31
comb,hospital admissions,only_bcov_norm,-3,2,2020-10-17,-108.81016884607408,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,-3,2,2020-10-17,151.0674622640367,2020-10-31
comb,hospital admissions,bcov_flow_norm,-3,2,2020-10-17,-130.54549328014042,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,-3,2,2020-10-17,365.637621276853,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,-3,2,2020-10-17,-106.81017448446124,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-3,2,2020-10-17,381.3186750182238,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,-3,2,2020-10-17,-130.57095400310715,2020-10-31
comb,hospital admissions,orig-raw_data,-2,2,2020-10-17,249.02703557311088,2020-10-31
comb,hospital admissions,raw_data,-2,2,2020-10-17,-64.41666779619442,2020-10-31
comb,hospital admissions,orig-only_flow_norm,-2,2,2020-10-17,265.41332765085787,2020-10-31
comb,hospital admissions,only_flow_norm,-2,2,2020-10-17,-95.72977637999992,2020-10-31
comb,hospital admissions,orig-pmmov_norm,-2,2,2020-10-17,239.03378603260717,2020-10-31
comb,hospital admissions,pmmov_norm,-2,2,2020-10-17,-79.64542254371321,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,-2,2,2020-10-17,137.21662492930557,2020-10-31
comb,hospital admissions,only_bcov_norm,-2,2,2020-10-17,-115.96314158564081,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,-2,2,2020-10-17,150.7378434015497,2020-10-31
comb,hospital admissions,bcov_flow_norm,-2,2,2020-10-17,-136.03458626247442,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,-2,2,2020-10-17,365.21032220534136,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,-2,2,2020-10-17,-113.97664352661701,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-2,2,2020-10-17,380.3127375012656,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,-2,2,2020-10-17,-136.2845737736157,2020-10-31
comb,hospital admissions,orig-raw_data,-1,2,2020-10-17,250.03750567445394,2020-10-31
comb,hospital admissions,raw_data,-1,2,2020-10-17,-66.49141208937414,2020-10-31
comb,hospital admissions,orig-only_flow_norm,-1,2,2020-10-17,265.33905790410483,2020-10-31
comb,hospital admissions,only_flow_norm,-1,2,2020-10-17,-94.8994628915105,2020-10-31
comb,hospital admissions,orig-pmmov_norm,-1,2,2020-10-17,238.0521980175235,2020-10-31
comb,hospital admissions,pmmov_norm,-1,2,2020-10-17,-82.80684608156702,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,-1,2,2020-10-17,134.5917187197229,2020-10-31
comb,hospital admissions,only_bcov_norm,-1,2,2020-10-17,-121.54822760659482,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,-1,2,2020-10-17,146.52978868987225,2020-10-31
comb,hospital admissions,bcov_flow_norm,-1,2,2020-10-17,-138.8180699168293,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,-1,2,2020-10-17,363.1402664842308,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,-1,2,2020-10-17,-119.56486713367116,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-1,2,2020-10-17,377.77724367411446,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,-1,2,2020-10-17,-138.83016666657255,2020-10-31
comb,hospital admissions,orig-raw_data,0,2,2020-10-17,250.71260801997641,2020-10-31
comb,hospital admissions,raw_data,0,2,2020-10-17,-68.88687811396716,2020-10-31
comb,hospital admissions,orig-only_flow_norm,0,2,2020-10-17,264.8262480689483,2020-10-31
comb,hospital admissions,only_flow_norm,0,2,2020-10-17,-94.1000653508558,2020-10-31
comb,hospital admissions,orig-pmmov_norm,0,2,2020-10-17,237.61208733778977,2020-10-31
comb,hospital admissions,pmmov_norm,0,2,2020-10-17,-85.80839946673308,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,0,2,2020-10-17,136.02214626336803,2020-10-31
comb,hospital admissions,only_bcov_norm,0,2,2020-10-17,-123.16213734405045,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,0,2,2020-10-17,145.91718258420758,2020-10-31
comb,hospital admissions,bcov_flow_norm,0,2,2020-10-17,-137.63349459956072,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,0,2,2020-10-17,362.9930745389024,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,0,2,2020-10-17,-121.22720369871007,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,0,2,2020-10-17,376.9559792065397,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,0,2,2020-10-17,-137.74731008405269,2020-10-31
comb,hospital admissions,orig-raw_data,1,2,2020-10-17,250.92907379682583,2020-10-31
comb,hospital admissions,raw_data,1,2,2020-10-17,-67.75702846985672,2020-10-31
comb,hospital admissions,orig-only_flow_norm,1,2,2020-10-17,264.8463222179918,2020-10-31
comb,hospital admissions,only_flow_norm,1,2,2020-10-17,-92.23494821464209,2020-10-31
comb,hospital admissions,orig-pmmov_norm,1,2,2020-10-17,235.65625875630525,2020-10-31
comb,hospital admissions,pmmov_norm,1,2,2020-10-17,-86.19919151106382,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,1,2,2020-10-17,135.7719622170335,2020-10-31
comb,hospital admissions,only_bcov_norm,1,2,2020-10-17,-122.372102374431,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,1,2,2020-10-17,145.36192034599884,2020-10-31
comb,hospital admissions,bcov_flow_norm,1,2,2020-10-17,-136.18274338037185,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,1,2,2020-10-17,361.6759544899527,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,1,2,2020-10-17,-120.58734879429272,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,1,2,2020-10-17,375.61079273365374,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,1,2,2020-10-17,-136.923443549728,2020-10-31
comb,hospital admissions,orig-raw_data,2,2,2020-10-17,251.9724707631242,2020-10-31
comb,hospital admissions,raw_data,2,2,2020-10-17,-66.43118270561962,2020-10-31
comb,hospital admissions,orig-only_flow_norm,2,2,2020-10-17,265.53485845237645,2020-10-31
comb,hospital admissions,only_flow_norm,2,2,2020-10-17,-89.97465481172793,2020-10-31
comb,hospital admissions,orig-pmmov_norm,2,2,2020-10-17,234.5636747409012,2020-10-31
comb,hospital admissions,pmmov_norm,2,2,2020-10-17,-86.13962790453303,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,2,2,2020-10-17,134.54007911070966,2020-10-31
comb,hospital admissions,only_bcov_norm,2,2,2020-10-17,-123.02382416118786,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,2,2,2020-10-17,143.67543654126712,2020-10-31
comb,hospital admissions,bcov_flow_norm,2,2,2020-10-17,-135.9230093709853,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,2,2,2020-10-17,359.99297020976104,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,2,2,2020-10-17,-121.33679180836731,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,2,2,2020-10-17,373.8556204656201,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,2,2,2020-10-17,-136.8914479826703,2020-10-31
comb,hospital admissions,orig-raw_data,3,2,2020-10-17,252.7375208391748,2020-10-31
comb,hospital admissions,raw_data,3,2,2020-10-17,-70.7689877623821,2020-10-31
comb,hospital admissions,orig-only_flow_norm,3,2,2020-10-17,265.03346144996834,2020-10-31
comb,hospital admissions,only_flow_norm,3,2,2020-10-17,-91.4886477131551,2020-10-31
comb,hospital admissions,orig-pmmov_norm,3,2,2020-10-17,237.37078894282809,2020-10-31
comb,hospital admissions,pmmov_norm,3,2,2020-10-17,-88.74027580572118,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,3,2,2020-10-17,142.098842581481,2020-10-31
comb,hospital admissions,only_bcov_norm,3,2,2020-10-17,-120.52777326629979,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,3,2,2020-10-17,148.85374258110414,2020-10-31
comb,hospital admissions,bcov_flow_norm,3,2,2020-10-17,-131.3808639707525,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,3,2,2020-10-17,363.81591600548546,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,3,2,2020-10-17,-118.89980839871765,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,3,2,2020-10-17,376.71298674023365,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,3,2,2020-10-17,-132.2434943183717,2020-10-31
comb,hospital admissions,orig-raw_data,4,2,2020-10-17,254.2242156087184,2020-10-31
comb,hospital admissions,raw_data,4,2,2020-10-17,-75.22179110318308,2020-10-31
comb,hospital admissions,orig-only_flow_norm,4,2,2020-10-17,265.24476251346607,2020-10-31
comb,hospital admissions,only_flow_norm,4,2,2020-10-17,-93.44903215759388,2020-10-31
comb,hospital admissions,orig-pmmov_norm,4,2,2020-10-17,235.91001224134698,2020-10-31
comb,hospital admissions,pmmov_norm,4,2,2020-10-17,-95.05372517445454,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,4,2,2020-10-17,144.00369652777732,2020-10-31
comb,hospital admissions,only_bcov_norm,4,2,2020-10-17,-124.43581926460496,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,4,2,2020-10-17,148.66623301304463,2020-10-31
comb,hospital admissions,bcov_flow_norm,4,2,2020-10-17,-133.24954906272427,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,4,2,2020-10-17,362.79409749484034,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,4,2,2020-10-17,-123.2390158687304,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,4,2,2020-10-17,375.0275388056491,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,4,2,2020-10-17,-134.88990343723816,2020-10-31
comb,hospital admissions,orig-raw_data,5,2,2020-10-17,258.06493383618766,2020-10-31
comb,hospital admissions,raw_data,5,2,2020-10-17,-75.9642921309341,2020-10-31
comb,hospital admissions,orig-only_flow_norm,5,2,2020-10-17,267.81079949867257,2020-10-31
comb,hospital admissions,only_flow_norm,5,2,2020-10-17,-91.97424009077002,2020-10-31
comb,hospital admissions,orig-pmmov_norm,5,2,2020-10-17,236.95129991417917,2020-10-31
comb,hospital admissions,pmmov_norm,5,2,2020-10-17,-96.80959790433843,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,5,2,2020-10-17,147.86270285431027,2020-10-31
comb,hospital admissions,only_bcov_norm,5,2,2020-10-17,-124.2073532598028,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,5,2,2020-10-17,150.58664106071666,2020-10-31
comb,hospital admissions,bcov_flow_norm,5,2,2020-10-17,-131.2872798339344,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,5,2,2020-10-17,362.44935426664443,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,5,2,2020-10-17,-123.3670509174986,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,5,2,2020-10-17,374.0332744779506,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,5,2,2020-10-17,-133.35102330480873,2020-10-31
comb,hospital admissions,orig-raw_data,6,2,2020-10-17,260.8072565752262,2020-10-31
comb,hospital admissions,raw_data,6,2,2020-10-17,-72.72317122396777,2020-10-31
comb,hospital admissions,orig-only_flow_norm,6,2,2020-10-17,269.0207090569921,2020-10-31
comb,hospital admissions,only_flow_norm,6,2,2020-10-17,-85.30028844845259,2020-10-31
comb,hospital admissions,orig-pmmov_norm,6,2,2020-10-17,237.26907870245293,2020-10-31
comb,hospital admissions,pmmov_norm,6,2,2020-10-17,-94.59996146106556,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,6,2,2020-10-17,153.604347104076,2020-10-31
comb,hospital admissions,only_bcov_norm,6,2,2020-10-17,-117.09371202414758,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,6,2,2020-10-17,153.86654414284737,2020-10-31
comb,hospital admissions,bcov_flow_norm,6,2,2020-10-17,-121.74012741249061,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,6,2,2020-10-17,363.0916767656897,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,6,2,2020-10-17,-117.0236854252426,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,6,2,2020-10-17,373.76726443792654,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,6,2,2020-10-17,-124.639666165361,2020-10-31
comb,hospital admissions,orig-raw_data,7,2,2020-10-17,260.8504281912967,2020-10-31
comb,hospital admissions,raw_data,7,2,2020-10-17,-65.55268737877708,2020-10-31
comb,hospital admissions,orig-only_flow_norm,7,2,2020-10-17,267.9625114097867,2020-10-31
comb,hospital admissions,only_flow_norm,7,2,2020-10-17,-75.1357573366351,2020-10-31
comb,hospital admissions,orig-pmmov_norm,7,2,2020-10-17,235.92135809747128,2020-10-31
comb,hospital admissions,pmmov_norm,7,2,2020-10-17,-88.39014725212354,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,7,2,2020-10-17,155.86960394580052,2020-10-31
comb,hospital admissions,only_bcov_norm,7,2,2020-10-17,-107.46211292828553,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,7,2,2020-10-17,154.2796881007751,2020-10-31
comb,hospital admissions,bcov_flow_norm,7,2,2020-10-17,-110.06881243926915,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,7,2,2020-10-17,363.1813031334403,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,7,2,2020-10-17,-108.11098841882284,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,7,2,2020-10-17,373.1732109965968,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,7,2,2020-10-17,-113.50764634736862,2020-10-31
comb,hospital admissions,orig-raw_data,8,2,2020-10-17,264.55319920555974,2020-10-31
comb,hospital admissions,raw_data,8,2,2020-10-17,-60.72081299537348,2020-10-31
comb,hospital admissions,orig-only_flow_norm,8,2,2020-10-17,270.4831931305203,2020-10-31
comb,hospital admissions,only_flow_norm,8,2,2020-10-17,-68.33016801358718,2020-10-31
comb,hospital admissions,orig-pmmov_norm,8,2,2020-10-17,236.74592160208306,2020-10-31
comb,hospital admissions,pmmov_norm,8,2,2020-10-17,-84.65707624711541,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,8,2,2020-10-17,159.92213818853833,2020-10-31
comb,hospital admissions,only_bcov_norm,8,2,2020-10-17,-101.21370492001353,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,8,2,2020-10-17,156.5700259330506,2020-10-31
comb,hospital admissions,bcov_flow_norm,8,2,2020-10-17,-102.55508016187349,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,8,2,2020-10-17,362.886929192124,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,8,2,2020-10-17,-102.56972203582342,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,8,2,2020-10-17,372.2240948120081,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,8,2,2020-10-17,-106.55628137469063,2020-10-31
comb,hospital admissions,orig-raw_data,9,2,2020-10-17,268.3734711012925,2020-10-31
comb,hospital admissions,raw_data,9,2,2020-10-17,-59.301716688784325,2020-10-31
comb,hospital admissions,orig-only_flow_norm,9,2,2020-10-17,272.7488014400866,2020-10-31
comb,hospital admissions,only_flow_norm,9,2,2020-10-17,-64.73135115205065,2020-10-31
comb,hospital admissions,orig-pmmov_norm,9,2,2020-10-17,237.9667074149117,2020-10-31
comb,hospital admissions,pmmov_norm,9,2,2020-10-17,-84.21619741729972,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,9,2,2020-10-17,164.71630590671668,2020-10-31
comb,hospital admissions,only_bcov_norm,9,2,2020-10-17,-97.93501717971884,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,9,2,2020-10-17,158.9947857966896,2020-10-31
comb,hospital admissions,bcov_flow_norm,9,2,2020-10-17,-98.00695495315784,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_norm,9,2,2020-10-17,363.0290465106496,2020-10-31
comb,hospital admissions,pmmov_bcov_norm,9,2,2020-10-17,-100.10071335506422,2020-10-31
comb,hospital admissions,orig-pmmov_bcov_flow_norm,9,2,2020-10-17,371.43514011671186,2020-10-31
comb,hospital admissions,pmmov_bcov_flow_norm,9,2,2020-10-17,-102.51199080661848,2020-10-31
comb,hospital admissions,orig-raw_data,10,2,2020-10-17,270.2196550041106,2020-10-31
comb,hospital admissions,raw_data,10,2,2020-10-17,-53.27644992226391,2020-10-31
comb,hospital admissions,orig-only_flow_norm,10,2,2020-10-17,273.42916370097385,2020-10-31
comb,hospital admissions,only_flow_norm,10,2,2020-10-17,-56.90458576156067,2020-10-31
comb,hospital admissions,orig-pmmov_norm,10,2,2020-10-17,237.6082040296572,2020-10-31
comb,hospital admissions,pmmov_norm,10,2,2020-10-17,-79.33438477403212,2020-10-31
comb,hospital admissions,orig-only_bcov_norm,10,2,2020-10-17,166.80801892671235,2020-10-31
comb,hospital admissions,only_bcov_norm,10,2,2020-10-17,-91.09047486340404,2020-10-31
comb,hospital admissions,orig-bcov_flow_norm,10,2,2020-10-17,159.23848915206997,2020-10-31
comb,hospital admissions,bcov_flow_norm,10,2,2020-10-17,-90.21424828215396,2020-10-31
