wwtp,prevind,fit,lag,aic
comb,test positivity rate,orig-pmmov_bcov_norm,-10,349.5437042801833
comb,test positivity rate,pmmov_bcov_norm,-10,-29.676966084297817
comb,hospital admissions,orig-pmmov_bcov_norm,-10,361.3152067481849
comb,hospital admissions,pmmov_bcov_norm,-10,-86.44870034746504
comb,Cook County beds in use,orig-pmmov_bcov_norm,-10,353.7217274709225
comb,Cook County beds in use,pmmov_bcov_norm,-10,-88.29996238140012
comb,positive tests,orig-pmmov_bcov_flow_norm,-10,381.4481420616826
comb,positive tests,pmmov_bcov_flow_norm,-10,47.337601918564985
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-10,363.9688898152226
comb,test positivity rate,pmmov_bcov_flow_norm,-10,-49.78735351092229
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-10,374.87505168978475
comb,hospital admissions,pmmov_bcov_flow_norm,-10,-116.10488443904688
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-10,366.56465808123704
comb,Cook County beds in use,pmmov_bcov_flow_norm,-10,-113.38393683819032
comb,positive tests,orig-raw_data,-9,214.6000723218031
comb,positive tests,raw_data,-9,95.43964304211568
comb,test positivity rate,orig-raw_data,-9,217.32506862904995
comb,test positivity rate,raw_data,-9,14.156134382442076
comb,hospital admissions,orig-raw_data,-9,227.39082831323242
comb,hospital admissions,raw_data,-9,-50.4434053456427
comb,Cook County beds in use,orig-raw_data,-9,217.57254958198564
comb,Cook County beds in use,raw_data,-9,-48.87604084310243
comb,positive tests,orig-only_flow_norm,-9,244.72528562884537
comb,positive tests,only_flow_norm,-9,70.45371629986738
comb,test positivity rate,orig-only_flow_norm,-9,239.54752656478053
comb,test positivity rate,only_flow_norm,-9,-10.597625308586032
comb,hospital admissions,orig-only_flow_norm,-9,248.26292229280017
comb,hospital admissions,only_flow_norm,-9,-92.21964923359991
comb,Cook County beds in use,orig-only_flow_norm,-9,237.7436580336141
comb,Cook County beds in use,only_flow_norm,-9,-81.43976613385456
comb,positive tests,orig-pmmov_norm,-9,228.402449864375
comb,positive tests,pmmov_norm,-9,79.31495689825874
comb,test positivity rate,orig-pmmov_norm,-9,217.98259867028673
comb,test positivity rate,pmmov_norm,-9,-5.782585285868834
comb,hospital admissions,orig-pmmov_norm,-9,243.83494962962249
comb,hospital admissions,pmmov_norm,-9,-57.31626340504425
comb,Cook County beds in use,orig-pmmov_norm,-9,225.017192626875
comb,Cook County beds in use,pmmov_norm,-9,-64.26773216640362
comb,positive tests,orig-only_bcov_norm,-9,134.75442473357992
comb,positive tests,only_bcov_norm,-9,51.67968798289888
comb,test positivity rate,orig-only_bcov_norm,-9,129.42906792983388
comb,test positivity rate,only_bcov_norm,-9,-27.419841600056486
comb,hospital admissions,orig-only_bcov_norm,-9,131.61432298757353
comb,hospital admissions,only_bcov_norm,-9,-96.0623790212872
comb,Cook County beds in use,orig-only_bcov_norm,-9,126.80744439460011
comb,Cook County beds in use,only_bcov_norm,-9,-92.98638860949819
comb,positive tests,orig-bcov_flow_norm,-9,164.5909078784798
comb,positive tests,bcov_flow_norm,-9,37.102938631705854
comb,test positivity rate,orig-bcov_flow_norm,-9,148.28219702161113
comb,test positivity rate,bcov_flow_norm,-9,-41.94656072172853
comb,hospital admissions,orig-bcov_flow_norm,-9,149.75043250731284
comb,hospital admissions,bcov_flow_norm,-9,-125.85690046144833
comb,Cook County beds in use,orig-bcov_flow_norm,-9,142.65582438349884
comb,Cook County beds in use,bcov_flow_norm,-9,-114.30320837607252
comb,positive tests,orig-pmmov_bcov_norm,-9,357.66916739538567
comb,positive tests,pmmov_bcov_norm,-9,53.32328793372818
comb,test positivity rate,orig-pmmov_bcov_norm,-9,349.0700634309737
comb,test positivity rate,pmmov_bcov_norm,-9,-26.98103248786157
comb,hospital admissions,orig-pmmov_bcov_norm,-9,358.5895920614606
comb,hospital admissions,pmmov_bcov_norm,-9,-95.45766701404926
comb,Cook County beds in use,orig-pmmov_bcov_norm,-9,351.7791128653889
comb,Cook County beds in use,pmmov_bcov_norm,-9,-91.20494689032722
comb,positive tests,orig-pmmov_bcov_flow_norm,-9,375.1084160311219
comb,positive tests,pmmov_bcov_flow_norm,-9,36.08065548900089
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-9,363.13390532002654
comb,test positivity rate,pmmov_bcov_flow_norm,-9,-45.94321152714309
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-9,371.850981869609
comb,hospital admissions,pmmov_bcov_flow_norm,-9,-123.90462652576338
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-9,364.5808569540815
comb,Cook County beds in use,pmmov_bcov_flow_norm,-9,-115.6238153040577
comb,positive tests,orig-raw_data,-8,215.1740483967228
comb,positive tests,raw_data,-8,92.77604693393403
comb,test positivity rate,orig-raw_data,-8,218.48502907626602
comb,test positivity rate,raw_data,-8,-0.8696534342198561
comb,hospital admissions,orig-raw_data,-8,227.71635128688757
comb,hospital admissions,raw_data,-8,-50.22370278331795
comb,Cook County beds in use,orig-raw_data,-8,217.4184011522293
comb,Cook County beds in use,raw_data,-8,-49.225791574040215
comb,positive tests,orig-only_flow_norm,-8,243.28443354996955
comb,positive tests,only_flow_norm,-8,71.22859016110874
comb,test positivity rate,orig-only_flow_norm,-8,238.64581749894057
comb,test positivity rate,only_flow_norm,-8,-23.651109939543005
comb,hospital admissions,orig-only_flow_norm,-8,248.6626464260463
comb,hospital admissions,only_flow_norm,-8,-92.4817715918038
comb,Cook County beds in use,orig-only_flow_norm,-8,237.45652823249912
comb,Cook County beds in use,only_flow_norm,-8,-81.31953618970562
comb,positive tests,orig-pmmov_norm,-8,220.4934538404823
comb,positive tests,pmmov_norm,-8,72.56428540522376
comb,test positivity rate,orig-pmmov_norm,-8,212.83704129906874
comb,test positivity rate,pmmov_norm,-8,-24.78695061313016
comb,hospital admissions,orig-pmmov_norm,-8,242.70032430675633
comb,hospital admissions,pmmov_norm,-8,-57.792101801928595
comb,Cook County beds in use,orig-pmmov_norm,-8,222.79051490060175
comb,Cook County beds in use,pmmov_norm,-8,-66.13055452377256
comb,positive tests,orig-only_bcov_norm,-8,134.5916290994577
comb,positive tests,only_bcov_norm,-8,49.177872137920815
comb,test positivity rate,orig-only_bcov_norm,-8,127.59226121746428
comb,test positivity rate,only_bcov_norm,-8,-44.096191740364304
comb,hospital admissions,orig-only_bcov_norm,-8,132.96157130041286
comb,hospital admissions,only_bcov_norm,-8,-94.77563014699177
comb,Cook County beds in use,orig-only_bcov_norm,-8,123.56193206695195
comb,Cook County beds in use,only_bcov_norm,-8,-96.20575964338872
comb,positive tests,orig-bcov_flow_norm,-8,161.551609748209
comb,positive tests,bcov_flow_norm,-8,37.5463455059741
comb,test positivity rate,orig-bcov_flow_norm,-8,143.504271853979
comb,test positivity rate,bcov_flow_norm,-8,-56.80435587396113
comb,hospital admissions,orig-bcov_flow_norm,-8,151.15447082125246
comb,hospital admissions,bcov_flow_norm,-8,-125.07911574360759
comb,Cook County beds in use,orig-bcov_flow_norm,-8,139.4177238620399
comb,Cook County beds in use,bcov_flow_norm,-8,-116.92190746347666
comb,positive tests,orig-pmmov_bcov_norm,-8,353.20760287714245
comb,positive tests,pmmov_bcov_norm,-8,49.763375191188345
comb,test positivity rate,orig-pmmov_bcov_norm,-8,345.1690199285407
comb,test positivity rate,pmmov_bcov_norm,-8,-44.940895293801816
comb,hospital admissions,orig-pmmov_bcov_norm,-8,358.21737552203865
comb,hospital admissions,pmmov_bcov_norm,-8,-93.71987837196883
comb,Cook County beds in use,orig-pmmov_bcov_norm,-8,349.61674482723873
comb,Cook County beds in use,pmmov_bcov_norm,-8,-94.51999621051976
comb,positive tests,orig-pmmov_bcov_flow_norm,-8,369.9889053870811
comb,positive tests,pmmov_bcov_flow_norm,-8,34.40226381957467
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-8,358.4272116026432
comb,test positivity rate,pmmov_bcov_flow_norm,-8,-62.951473311544135
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-8,371.56021138981146
comb,hospital admissions,pmmov_bcov_flow_norm,-8,-123.29426789280643
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-8,362.4732782619369
comb,Cook County beds in use,pmmov_bcov_flow_norm,-8,-118.5562876427403
comb,positive tests,orig-raw_data,-7,213.63340453738704
comb,positive tests,raw_data,-7,90.62196899444979
comb,test positivity rate,orig-raw_data,-7,221.41611973063198
comb,test positivity rate,raw_data,-7,-5.837174382116757
comb,hospital admissions,orig-raw_data,-7,227.25859110258716
comb,hospital admissions,raw_data,-7,-45.207335276173865
comb,Cook County beds in use,orig-raw_data,-7,217.9638599125641
comb,Cook County beds in use,raw_data,-7,-48.88924879426787
comb,positive tests,orig-only_flow_norm,-7,241.644185962694
comb,positive tests,only_flow_norm,-7,69.47178110174485
comb,test positivity rate,orig-only_flow_norm,-7,239.13934671044586
comb,test positivity rate,only_flow_norm,-7,-24.534499213021206
comb,hospital admissions,orig-only_flow_norm,-7,247.8359809498437
comb,hospital admissions,only_flow_norm,-7,-84.0966918529287
comb,Cook County beds in use,orig-only_flow_norm,-7,237.76605204627606
comb,Cook County beds in use,only_flow_norm,-7,-80.37034518505578
comb,positive tests,orig-pmmov_norm,-7,211.79660040221893
comb,positive tests,pmmov_norm,-7,65.94626676998547
comb,test positivity rate,orig-pmmov_norm,-7,207.30909493445006
comb,test positivity rate,pmmov_norm,-7,-35.26636264990083
comb,hospital admissions,orig-pmmov_norm,-7,239.37032545632115
comb,hospital admissions,pmmov_norm,-7,-54.561294088220336
comb,Cook County beds in use,orig-pmmov_norm,-7,220.93403698568727
comb,Cook County beds in use,pmmov_norm,-7,-67.34412504045946
comb,positive tests,orig-only_bcov_norm,-7,124.77911627962231
comb,positive tests,only_bcov_norm,-7,41.19649735854415
comb,test positivity rate,orig-only_bcov_norm,-7,131.25597804696406
comb,test positivity rate,only_bcov_norm,-7,-47.502417336701285
comb,hospital admissions,orig-only_bcov_norm,-7,130.6803013625718
comb,hospital admissions,only_bcov_norm,-7,-91.37034452718859
comb,Cook County beds in use,orig-only_bcov_norm,-7,121.30048311072665
comb,Cook County beds in use,only_bcov_norm,-7,-98.27701684745608
comb,positive tests,orig-bcov_flow_norm,-7,152.52811705281005
comb,positive tests,bcov_flow_norm,-7,30.268522710307195
comb,test positivity rate,orig-bcov_flow_norm,-7,143.425877487781
comb,test positivity rate,bcov_flow_norm,-7,-56.88520036869244
comb,hospital admissions,orig-bcov_flow_norm,-7,148.39268039647203
comb,hospital admissions,bcov_flow_norm,-7,-118.41832686192907
comb,Cook County beds in use,orig-bcov_flow_norm,-7,137.02466810082478
comb,Cook County beds in use,bcov_flow_norm,-7,-118.30173479741637
comb,positive tests,orig-pmmov_bcov_norm,-7,346.2349276212115
comb,positive tests,pmmov_bcov_norm,-7,40.942917754776374
comb,test positivity rate,orig-pmmov_bcov_norm,-7,342.001799263776
comb,test positivity rate,pmmov_bcov_norm,-7,-51.29049162279313
comb,hospital admissions,orig-pmmov_bcov_norm,-7,355.8437619939093
comb,hospital admissions,pmmov_bcov_norm,-7,-89.84021718928358
comb,Cook County beds in use,orig-pmmov_bcov_norm,-7,347.61025230980243
comb,Cook County beds in use,pmmov_bcov_norm,-7,-96.73450155409529
comb,positive tests,orig-pmmov_bcov_flow_norm,-7,363.4192553528578
comb,positive tests,pmmov_bcov_flow_norm,-7,25.629472359477234
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-7,354.2426996138754
comb,test positivity rate,pmmov_bcov_flow_norm,-7,-67.05802144411979
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-7,369.113204641533
comb,hospital admissions,pmmov_bcov_flow_norm,-7,-116.91375366925416
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-7,360.4916200274413
comb,Cook County beds in use,pmmov_bcov_flow_norm,-7,-120.35118342766833
comb,positive tests,orig-raw_data,-6,216.57367931260438
comb,positive tests,raw_data,-6,91.92489015763266
comb,test positivity rate,orig-raw_data,-6,221.8230018278427
comb,test positivity rate,raw_data,-6,-5.436229172355468
comb,hospital admissions,orig-raw_data,-6,228.54601196894913
comb,hospital admissions,raw_data,-6,-42.86863494066739
comb,Cook County beds in use,orig-raw_data,-6,218.02447235105677
comb,Cook County beds in use,raw_data,-6,-49.86296482371648
comb,positive tests,orig-only_flow_norm,-6,242.78878594088343
comb,positive tests,only_flow_norm,-6,73.37502427800126
comb,test positivity rate,orig-only_flow_norm,-6,239.64453980691695
comb,test positivity rate,only_flow_norm,-6,-24.445488001368346
comb,hospital admissions,orig-only_flow_norm,-6,249.0837908310201
comb,hospital admissions,only_flow_norm,-6,-81.74598686194616
comb,Cook County beds in use,orig-only_flow_norm,-6,237.5651244995562
comb,Cook County beds in use,only_flow_norm,-6,-80.69710385947457
comb,positive tests,orig-pmmov_norm,-6,207.426819142738
comb,positive tests,pmmov_norm,-6,63.857631072454694
comb,test positivity rate,orig-pmmov_norm,-6,201.89313257028294
comb,test positivity rate,pmmov_norm,-6,-39.5202088747115
comb,hospital admissions,orig-pmmov_norm,-6,235.77458985009537
comb,hospital admissions,pmmov_norm,-6,-54.81117575213858
comb,Cook County beds in use,orig-pmmov_norm,-6,218.56506199246843
comb,Cook County beds in use,pmmov_norm,-6,-70.15107719180168
comb,positive tests,orig-only_bcov_norm,-6,124.55917963856962
comb,positive tests,only_bcov_norm,-6,41.425330542584845
comb,test positivity rate,orig-only_bcov_norm,-6,123.51359645254104
comb,test positivity rate,only_bcov_norm,-6,-53.61398788306684
comb,hospital admissions,orig-only_bcov_norm,-6,127.04507887301384
comb,hospital admissions,only_bcov_norm,-6,-93.18438762874297
comb,Cook County beds in use,orig-only_bcov_norm,-6,118.2866601900887
comb,Cook County beds in use,only_bcov_norm,-6,-102.2095956923693
comb,positive tests,orig-bcov_flow_norm,-6,150.0961178509922
comb,positive tests,bcov_flow_norm,-6,32.720485496810795
comb,test positivity rate,orig-bcov_flow_norm,-6,136.3684459704558
comb,test positivity rate,bcov_flow_norm,-6,-62.83171003144895
comb,hospital admissions,orig-bcov_flow_norm,-6,145.20968724640937
comb,hospital admissions,bcov_flow_norm,-6,-120.0268036655462
comb,Cook County beds in use,orig-bcov_flow_norm,-6,133.81067511760273
comb,Cook County beds in use,bcov_flow_norm,-6,-121.49388489525546
comb,positive tests,orig-pmmov_bcov_norm,-6,342.37936893407766
comb,positive tests,pmmov_bcov_norm,-6,39.96347722492379
comb,test positivity rate,orig-pmmov_bcov_norm,-6,336.30226614791707
comb,test positivity rate,pmmov_bcov_norm,-6,-58.4679585398124
comb,hospital admissions,orig-pmmov_bcov_norm,-6,351.95355795285593
comb,hospital admissions,pmmov_bcov_norm,-6,-91.34700935818245
comb,Cook County beds in use,orig-pmmov_bcov_norm,-6,345.3414338213413
comb,Cook County beds in use,pmmov_bcov_norm,-6,-100.85365582920923
comb,positive tests,orig-pmmov_bcov_flow_norm,-6,359.0874822958576
comb,positive tests,pmmov_bcov_flow_norm,-6,26.514518595763604
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-6,348.9614152752009
comb,test positivity rate,pmmov_bcov_flow_norm,-6,-74.61095331873543
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-6,365.5215826312096
comb,hospital admissions,pmmov_bcov_flow_norm,-6,-119.05219875684764
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-6,358.22397391895186
comb,Cook County beds in use,pmmov_bcov_flow_norm,-6,-124.01982106825511
comb,positive tests,orig-raw_data,-5,216.2249061921525
comb,positive tests,raw_data,-5,92.22113748629891
comb,test positivity rate,orig-raw_data,-5,225.8750801480944
comb,test positivity rate,raw_data,-5,-1.6074166144965716
comb,hospital admissions,orig-raw_data,-5,231.10693743673346
comb,hospital admissions,raw_data,-5,-40.12304929147666
comb,Cook County beds in use,orig-raw_data,-5,218.31264209584663
comb,Cook County beds in use,raw_data,-5,-50.337690907909234
comb,positive tests,orig-only_flow_norm,-5,241.59221475215276
comb,positive tests,only_flow_norm,-5,75.39261631546123
comb,test positivity rate,orig-only_flow_norm,-5,242.16055574331943
comb,test positivity rate,only_flow_norm,-5,-17.85548580401945
comb,hospital admissions,orig-only_flow_norm,-5,250.78783242746795
comb,hospital admissions,only_flow_norm,-5,-76.3560782458224
comb,Cook County beds in use,orig-only_flow_norm,-5,237.51504640961974
comb,Cook County beds in use,only_flow_norm,-5,-80.27284914043202
comb,positive tests,orig-pmmov_norm,-5,201.64453187548776
comb,positive tests,pmmov_norm,-5,60.61093164536254
comb,test positivity rate,orig-pmmov_norm,-5,201.46456143283052
comb,test positivity rate,pmmov_norm,-5,-37.84558757848828
comb,hospital admissions,orig-pmmov_norm,-5,235.2120555805086
comb,hospital admissions,pmmov_norm,-5,-53.28788183625937
comb,Cook County beds in use,orig-pmmov_norm,-5,216.24210152026978
comb,Cook County beds in use,pmmov_norm,-5,-72.58430942273395
comb,positive tests,orig-only_bcov_norm,-5,122.92365900129482
comb,positive tests,only_bcov_norm,-5,40.654216602739154
comb,test positivity rate,orig-only_bcov_norm,-5,127.21355032924157
comb,test positivity rate,only_bcov_norm,-5,-48.76802727925059
comb,hospital admissions,orig-only_bcov_norm,-5,127.26119962571335
comb,hospital admissions,only_bcov_norm,-5,-91.794459276287
comb,Cook County beds in use,orig-only_bcov_norm,-5,115.68356951599685
comb,Cook County beds in use,only_bcov_norm,-5,-105.44006308523427
comb,positive tests,orig-bcov_flow_norm,-5,147.23435142146047
comb,positive tests,bcov_flow_norm,-5,33.39974861341199
comb,test positivity rate,orig-bcov_flow_norm,-5,137.8364417954037
comb,test positivity rate,bcov_flow_norm,-5,-55.81380685727237
comb,hospital admissions,orig-bcov_flow_norm,-5,144.37322174507392
comb,hospital admissions,bcov_flow_norm,-5,-116.094886815915
comb,Cook County beds in use,orig-bcov_flow_norm,-5,130.87288466776408
comb,Cook County beds in use,bcov_flow_norm,-5,-123.77644302200753
comb,positive tests,orig-pmmov_bcov_norm,-5,339.07498776486096
comb,positive tests,pmmov_bcov_norm,-5,37.753351685634414
comb,test positivity rate,orig-pmmov_bcov_norm,-5,335.0587088767047
comb,test positivity rate,pmmov_bcov_norm,-5,-55.06933473754788
comb,hospital admissions,orig-pmmov_bcov_norm,-5,350.30747659112376
comb,hospital admissions,pmmov_bcov_norm,-5,-89.85881063438791
comb,Cook County beds in use,orig-pmmov_bcov_norm,-5,343.1110937765365
comb,Cook County beds in use,pmmov_bcov_norm,-5,-104.34006987164986
comb,positive tests,orig-pmmov_bcov_flow_norm,-5,355.54304885692136
comb,positive tests,pmmov_bcov_flow_norm,-5,25.33023591562602
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-5,347.0838562011107
comb,test positivity rate,pmmov_bcov_flow_norm,-5,-68.89726783753264
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-5,363.63544392586385
comb,hospital admissions,pmmov_bcov_flow_norm,-5,-115.32831173178357
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-5,355.9599241288457
comb,Cook County beds in use,pmmov_bcov_flow_norm,-5,-126.86924142994172
comb,positive tests,orig-raw_data,-4,216.44125365585433
comb,positive tests,raw_data,-4,87.70929336834888
comb,test positivity rate,orig-raw_data,-4,226.02493121892059
comb,test positivity rate,raw_data,-4,-1.8185556116655448
comb,hospital admissions,orig-raw_data,-4,231.28660549021822
comb,hospital admissions,raw_data,-4,-40.97279525522259
comb,Cook County beds in use,orig-raw_data,-4,218.50410589678074
comb,Cook County beds in use,raw_data,-4,-50.925542975313704
comb,positive tests,orig-only_flow_norm,-4,240.20559561536845
comb,positive tests,only_flow_norm,-4,72.85602084703174
comb,test positivity rate,orig-only_flow_norm,-4,241.674486005613
comb,test positivity rate,only_flow_norm,-4,-16.766697246220645
comb,hospital admissions,orig-only_flow_norm,-4,249.98294597233945
comb,hospital admissions,only_flow_norm,-4,-73.74962727331928
comb,Cook County beds in use,orig-only_flow_norm,-4,237.2150154303775
comb,Cook County beds in use,only_flow_norm,-4,-79.44260404415985
comb,positive tests,orig-pmmov_norm,-4,198.2614160782917
comb,positive tests,pmmov_norm,-4,54.00653151532293
comb,test positivity rate,orig-pmmov_norm,-4,197.69010819380105
comb,test positivity rate,pmmov_norm,-4,-41.5117901324665
comb,hospital admissions,orig-pmmov_norm,-4,233.24094637885207
comb,hospital admissions,pmmov_norm,-4,-55.527438806950784
comb,Cook County beds in use,orig-pmmov_norm,-4,213.98018836447335
comb,Cook County beds in use,pmmov_norm,-4,-75.12173065703786
comb,positive tests,orig-only_bcov_norm,-4,121.84125152510723
comb,positive tests,only_bcov_norm,-4,35.93225303922401
comb,test positivity rate,orig-only_bcov_norm,-4,125.33101934992936
comb,test positivity rate,only_bcov_norm,-4,-50.64134108008926
comb,hospital admissions,orig-only_bcov_norm,-4,124.48914153004068
comb,hospital admissions,only_bcov_norm,-4,-95.56585625040856
comb,Cook County beds in use,orig-only_bcov_norm,-4,113.61938397835138
comb,Cook County beds in use,only_bcov_norm,-4,-108.25616431298562
comb,positive tests,orig-bcov_flow_norm,-4,143.73268409318183
comb,positive tests,bcov_flow_norm,-4,30.237985228092896
comb,test positivity rate,orig-bcov_flow_norm,-4,134.99101288235363
comb,test positivity rate,bcov_flow_norm,-4,-56.57124297997183
comb,hospital admissions,orig-bcov_flow_norm,-4,140.16035891488377
comb,hospital admissions,bcov_flow_norm,-4,-116.52790412999497
comb,Cook County beds in use,orig-bcov_flow_norm,-4,128.1447129021082
comb,Cook County beds in use,bcov_flow_norm,-4,-125.20859922861251
comb,positive tests,orig-pmmov_bcov_norm,-4,336.8840577185602
comb,positive tests,pmmov_bcov_norm,-4,32.03091569355587
comb,test positivity rate,orig-pmmov_bcov_norm,-4,332.3637445494486
comb,test positivity rate,pmmov_bcov_norm,-4,-58.57232093809847
comb,hospital admissions,orig-pmmov_bcov_norm,-4,348.18300936737853
comb,hospital admissions,pmmov_bcov_norm,-4,-93.58975053238697
comb,Cook County beds in use,orig-pmmov_bcov_norm,-4,341.1395950124561
comb,Cook County beds in use,pmmov_bcov_norm,-4,-107.48607188565649
comb,positive tests,orig-pmmov_bcov_flow_norm,-4,352.62219295915304
comb,positive tests,pmmov_bcov_flow_norm,-4,21.216332961448472
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-4,344.17126244828614
comb,test positivity rate,pmmov_bcov_flow_norm,-4,-71.480840766305
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-4,361.09055783623296
comb,hospital admissions,pmmov_bcov_flow_norm,-4,-115.79308817459759
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-4,353.8455771031654
comb,Cook County beds in use,pmmov_bcov_flow_norm,-4,-128.89572313078457
comb,positive tests,orig-raw_data,-3,217.60354848537554
comb,positive tests,raw_data,-3,86.17385170335353
comb,test positivity rate,orig-raw_data,-3,228.1554210731486
comb,test positivity rate,raw_data,-3,-4.919541189825566
comb,hospital admissions,orig-raw_data,-3,232.8722723172258
comb,hospital admissions,raw_data,-3,-40.60551252456054
comb,Cook County beds in use,orig-raw_data,-3,219.21399512898017
comb,Cook County beds in use,raw_data,-3,-50.49448832651859
comb,positive tests,orig-only_flow_norm,-3,239.760703623822
comb,positive tests,only_flow_norm,-3,73.35968835743807
comb,test positivity rate,orig-only_flow_norm,-3,242.28973790145636
comb,test positivity rate,only_flow_norm,-3,-17.72501741453567
comb,hospital admissions,orig-only_flow_norm,-3,251.27132213199138
comb,hospital admissions,only_flow_norm,-3,-73.04543549066665
comb,Cook County beds in use,orig-only_flow_norm,-3,237.49331963069875
comb,Cook County beds in use,only_flow_norm,-3,-77.85542427423258
comb,positive tests,orig-pmmov_norm,-3,191.32755262804545
comb,positive tests,pmmov_norm,-3,47.453282499153204
comb,test positivity rate,orig-pmmov_norm,-3,198.00641188984503
comb,test positivity rate,pmmov_norm,-3,-45.70263185141124
comb,hospital admissions,orig-pmmov_norm,-3,231.77366553851334
comb,hospital admissions,pmmov_norm,-3,-56.782042970708915
comb,Cook County beds in use,orig-pmmov_norm,-3,212.1339259763114
comb,Cook County beds in use,pmmov_norm,-3,-76.55784391102571
comb,positive tests,orig-only_bcov_norm,-3,118.53446468115817
comb,positive tests,only_bcov_norm,-3,31.941541193432784
comb,test positivity rate,orig-only_bcov_norm,-3,127.22906752267875
comb,test positivity rate,only_bcov_norm,-3,-53.3506904929356
comb,hospital admissions,orig-only_bcov_norm,-3,125.06525789560106
comb,hospital admissions,only_bcov_norm,-3,-95.74089698447318
comb,Cook County beds in use,orig-only_bcov_norm,-3,112.30932665557856
comb,Cook County beds in use,only_bcov_norm,-3,-109.60380710162048
comb,positive tests,orig-bcov_flow_norm,-3,138.3275251739742
comb,positive tests,bcov_flow_norm,-3,27.906587149193854
comb,test positivity rate,orig-bcov_flow_norm,-3,134.48679114012992
comb,test positivity rate,bcov_flow_norm,-3,-57.678037528632615
comb,hospital admissions,orig-bcov_flow_norm,-3,140.42095125442643
comb,hospital admissions,bcov_flow_norm,-3,-116.36885918795048
comb,Cook County beds in use,orig-bcov_flow_norm,-3,126.28575218378393
comb,Cook County beds in use,bcov_flow_norm,-3,-125.43903794295369
