wwtp,prevind,fit,lag,aic
comb,test positivity rate,orig-pmmov_norm,-9,217.9641275709762
comb,test positivity rate,pmmov_norm,-9,-6.002503661379649
comb,hospital admissions,orig-pmmov_norm,-9,227.13986410151404
comb,hospital admissions,pmmov_norm,-9,0.7387716684893917
comb,Cook County beds in use,orig-pmmov_norm,-9,225.017192626875
comb,Cook County beds in use,pmmov_norm,-9,-64.26773216640362
comb,positive tests,orig-only_bcov_norm,-9,141.9200906474527
comb,positive tests,only_bcov_norm,-9,77.44646972291389
comb,test positivity rate,orig-only_bcov_norm,-9,129.41115760507472
comb,test positivity rate,only_bcov_norm,-9,-27.636341295306636
comb,hospital admissions,orig-only_bcov_norm,-9,117.64882096157311
comb,hospital admissions,only_bcov_norm,-9,-35.223352053677615
comb,Cook County beds in use,orig-only_bcov_norm,-9,126.80744439460011
comb,Cook County beds in use,only_bcov_norm,-9,-92.98638860949819
comb,positive tests,orig-bcov_flow_norm,-9,176.8816056053704
comb,positive tests,bcov_flow_norm,-9,59.70982126514804
comb,test positivity rate,orig-bcov_flow_norm,-9,148.23369149156775
comb,test positivity rate,bcov_flow_norm,-9,-42.152479510597175
comb,hospital admissions,orig-bcov_flow_norm,-9,139.85480462555387
comb,hospital admissions,bcov_flow_norm,-9,-52.129569471457046
comb,Cook County beds in use,orig-bcov_flow_norm,-9,142.65582438349884
comb,Cook County beds in use,bcov_flow_norm,-9,-114.30320837607252
comb,positive tests,orig-pmmov_bcov_norm,-9,361.7149069097576
comb,positive tests,pmmov_bcov_norm,-9,79.32716852292515
comb,test positivity rate,orig-pmmov_bcov_norm,-9,349.0556685205806
comb,test positivity rate,pmmov_bcov_norm,-9,-27.200155066489685
comb,hospital admissions,orig-pmmov_bcov_norm,-9,351.17103138864377
comb,hospital admissions,pmmov_bcov_norm,-9,-33.226737360789855
comb,Cook County beds in use,orig-pmmov_bcov_norm,-9,351.7791128653889
comb,Cook County beds in use,pmmov_bcov_norm,-9,-91.20494689032722
comb,positive tests,orig-pmmov_bcov_flow_norm,-9,381.0085750527731
comb,positive tests,pmmov_bcov_flow_norm,-9,59.2356569396938
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-9,363.1094274854093
comb,test positivity rate,pmmov_bcov_flow_norm,-9,-46.15276445118974
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-9,365.8281486349223
comb,hospital admissions,pmmov_bcov_flow_norm,-9,-51.351007116249946
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-9,364.5808569540815
comb,Cook County beds in use,pmmov_bcov_flow_norm,-9,-115.6238153040577
comb,positive tests,orig-raw_data,-8,220.81002451965463
comb,positive tests,raw_data,-8,122.97121662490713
comb,test positivity rate,orig-raw_data,-8,218.43835302208782
comb,test positivity rate,raw_data,-8,-0.7412514231793352
comb,hospital admissions,orig-raw_data,-8,215.95000544721552
comb,hospital admissions,raw_data,-8,15.079153084764869
comb,Cook County beds in use,orig-raw_data,-8,217.4184011522293
comb,Cook County beds in use,raw_data,-8,-49.225791574040215
comb,positive tests,orig-only_flow_norm,-8,253.39143292821427
comb,positive tests,only_flow_norm,-8,96.22736780526299
comb,test positivity rate,orig-only_flow_norm,-8,238.6286670169444
comb,test positivity rate,only_flow_norm,-8,-23.55630568504324
comb,hospital admissions,orig-only_flow_norm,-8,239.27677290904933
comb,hospital admissions,only_flow_norm,-8,-11.809404842075253
comb,Cook County beds in use,orig-only_flow_norm,-8,237.45652823249912
comb,Cook County beds in use,only_flow_norm,-8,-81.31953618970562
comb,positive tests,orig-pmmov_norm,-8,233.2831920994907
comb,positive tests,pmmov_norm,-8,106.16847956965773
comb,test positivity rate,orig-pmmov_norm,-8,212.7818787299205
comb,test positivity rate,pmmov_norm,-8,-24.67975339475123
comb,hospital admissions,orig-pmmov_norm,-8,224.48421814780482
comb,hospital admissions,pmmov_norm,-8,-0.43932823453695846
comb,Cook County beds in use,orig-pmmov_norm,-8,222.79051490060175
comb,Cook County beds in use,pmmov_norm,-8,-66.13055452377256
comb,positive tests,orig-only_bcov_norm,-8,140.3668700162059
comb,positive tests,only_bcov_norm,-8,76.69778753218037
comb,test positivity rate,orig-only_bcov_norm,-8,127.54573165572225
comb,test positivity rate,only_bcov_norm,-8,-43.984046207861695
comb,hospital admissions,orig-only_bcov_norm,-8,115.88642096382722
comb,hospital admissions,only_bcov_norm,-8,-36.401414950128526
comb,Cook County beds in use,orig-only_bcov_norm,-8,123.56193206695195
comb,Cook County beds in use,only_bcov_norm,-8,-96.20575964338872
comb,positive tests,orig-bcov_flow_norm,-8,174.3611410131574
comb,positive tests,bcov_flow_norm,-8,60.74234379441117
comb,test positivity rate,orig-bcov_flow_norm,-8,143.50152968197887
comb,test positivity rate,bcov_flow_norm,-8,-56.71987664276327
comb,hospital admissions,orig-bcov_flow_norm,-8,137.58454375014475
comb,hospital admissions,bcov_flow_norm,-8,-52.18305319660675
comb,Cook County beds in use,orig-bcov_flow_norm,-8,139.4177238620399
comb,Cook County beds in use,bcov_flow_norm,-8,-116.92190746347666
comb,positive tests,orig-pmmov_bcov_norm,-8,359.043740771596
comb,positive tests,pmmov_bcov_norm,-8,78.36304538820718
comb,test positivity rate,orig-pmmov_bcov_norm,-8,345.14955480926903
comb,test positivity rate,pmmov_bcov_norm,-8,-44.8350665002086
comb,hospital admissions,orig-pmmov_bcov_norm,-8,348.83236240638223
comb,hospital admissions,pmmov_bcov_norm,-8,-34.42117056276908
comb,Cook County beds in use,orig-pmmov_bcov_norm,-8,349.61674482723873
comb,Cook County beds in use,pmmov_bcov_norm,-8,-94.51999621051976
comb,positive tests,orig-pmmov_bcov_flow_norm,-8,378.14131383026483
comb,positive tests,pmmov_bcov_flow_norm,-8,59.61835399720536
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-8,358.4228029324688
comb,test positivity rate,pmmov_bcov_flow_norm,-8,-62.885293340128385
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-8,363.4293058920314
comb,hospital admissions,pmmov_bcov_flow_norm,-8,-51.83226833933003
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-8,362.4732782619369
comb,Cook County beds in use,pmmov_bcov_flow_norm,-8,-118.5562876427403
comb,positive tests,orig-raw_data,-7,220.62523887380843
comb,positive tests,raw_data,-7,120.62275731326713
comb,test positivity rate,orig-raw_data,-7,221.34413869315057
comb,test positivity rate,raw_data,-7,-5.921597168062988
comb,hospital admissions,orig-raw_data,-7,217.85659694389307
comb,hospital admissions,raw_data,-7,14.01574586291116
comb,Cook County beds in use,orig-raw_data,-7,217.9638599125641
comb,Cook County beds in use,raw_data,-7,-48.88924879426787
comb,positive tests,orig-only_flow_norm,-7,252.36261221001138
comb,positive tests,only_flow_norm,-7,95.24026720067997
comb,test positivity rate,orig-only_flow_norm,-7,239.06859946903148
comb,test positivity rate,only_flow_norm,-7,-24.61008958519261
comb,hospital admissions,orig-only_flow_norm,-7,240.64421951292968
comb,hospital admissions,only_flow_norm,-7,-12.520304240652592
comb,Cook County beds in use,orig-only_flow_norm,-7,237.76605204627606
comb,Cook County beds in use,only_flow_norm,-7,-80.37034518505578
comb,positive tests,orig-pmmov_norm,-7,229.14774679155585
comb,positive tests,pmmov_norm,-7,101.98262789382505
comb,test positivity rate,orig-pmmov_norm,-7,207.25117294910672
comb,test positivity rate,pmmov_norm,-7,-35.368832174601096
comb,hospital admissions,orig-pmmov_norm,-7,224.1297454213502
comb,hospital admissions,pmmov_norm,-7,-2.226116339146813
comb,Cook County beds in use,orig-pmmov_norm,-7,220.93403698568727
comb,Cook County beds in use,pmmov_norm,-7,-67.34412504045946
comb,positive tests,orig-only_bcov_norm,-7,136.56460811413154
comb,positive tests,only_bcov_norm,-7,72.39618246314001
comb,test positivity rate,orig-only_bcov_norm,-7,131.17448655217657
comb,test positivity rate,only_bcov_norm,-7,-47.61723437354004
comb,hospital admissions,orig-only_bcov_norm,-7,118.5400355874296
comb,hospital admissions,only_bcov_norm,-7,-36.2151699088551
comb,Cook County beds in use,orig-only_bcov_norm,-7,121.30048311072665
comb,Cook County beds in use,only_bcov_norm,-7,-98.27701684745608
comb,positive tests,orig-bcov_flow_norm,-7,169.8424797590809
comb,positive tests,bcov_flow_norm,-7,57.75686430506022
comb,test positivity rate,orig-bcov_flow_norm,-7,143.34137823094807
comb,test positivity rate,bcov_flow_norm,-7,-56.990622492445084
comb,hospital admissions,orig-bcov_flow_norm,-7,139.4206318212528
comb,hospital admissions,bcov_flow_norm,-7,-51.75324167459536
comb,Cook County beds in use,orig-bcov_flow_norm,-7,137.02466810082478
comb,Cook County beds in use,bcov_flow_norm,-7,-118.30173479741637
comb,positive tests,orig-pmmov_bcov_norm,-7,355.6496726575583
comb,positive tests,pmmov_bcov_norm,-7,73.82508695709515
comb,test positivity rate,orig-pmmov_bcov_norm,-7,341.9831122586023
comb,test positivity rate,pmmov_bcov_norm,-7,-51.40816962413777
comb,hospital admissions,orig-pmmov_bcov_norm,-7,348.490556640997
comb,hospital admissions,pmmov_bcov_norm,-7,-34.311207100236004
comb,Cook County beds in use,orig-pmmov_bcov_norm,-7,347.61025230980243
comb,Cook County beds in use,pmmov_bcov_norm,-7,-96.73450155409529
comb,positive tests,orig-pmmov_bcov_flow_norm,-7,374.58222540375596
comb,positive tests,pmmov_bcov_flow_norm,-7,56.095025510237235
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-7,354.2223861790058
comb,test positivity rate,pmmov_bcov_flow_norm,-7,-67.16474832618707
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-7,362.9311930148626
comb,hospital admissions,pmmov_bcov_flow_norm,-7,-51.885076098995285
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-7,360.4916200274413
comb,Cook County beds in use,pmmov_bcov_flow_norm,-7,-120.35118342766833
comb,positive tests,orig-raw_data,-6,220.4624265641251
comb,positive tests,raw_data,-6,120.13200687374643
comb,test positivity rate,orig-raw_data,-6,221.82150732388243
comb,test positivity rate,raw_data,-6,-5.431922986711413
comb,hospital admissions,orig-raw_data,-6,219.53679565657416
comb,hospital admissions,raw_data,-6,14.68805927407567
comb,Cook County beds in use,orig-raw_data,-6,218.02447235105677
comb,Cook County beds in use,raw_data,-6,-49.86296482371648
comb,positive tests,orig-only_flow_norm,-6,250.7011482950066
comb,positive tests,only_flow_norm,-6,97.83938375599496
comb,test positivity rate,orig-only_flow_norm,-6,239.6276380921123
comb,test positivity rate,only_flow_norm,-6,-24.403263189878828
comb,hospital admissions,orig-only_flow_norm,-6,241.76303081945377
comb,hospital admissions,only_flow_norm,-6,-10.950142882484954
comb,Cook County beds in use,orig-only_flow_norm,-6,237.5651244995562
comb,Cook County beds in use,only_flow_norm,-6,-80.69710385947457
comb,positive tests,orig-pmmov_norm,-6,221.56683413823066
comb,positive tests,pmmov_norm,-6,97.5700728309871
comb,test positivity rate,orig-pmmov_norm,-6,201.92760742410417
comb,test positivity rate,pmmov_norm,-6,-39.48560579423662
comb,hospital admissions,orig-pmmov_norm,-6,225.5743926514196
comb,hospital admissions,pmmov_norm,-6,-1.16997556844359
comb,Cook County beds in use,orig-pmmov_norm,-6,218.56506199246843
comb,Cook County beds in use,pmmov_norm,-6,-70.15107719180168
comb,positive tests,orig-only_bcov_norm,-6,133.19687098397094
comb,positive tests,only_bcov_norm,-6,69.81999963148866
comb,test positivity rate,orig-only_bcov_norm,-6,123.66062280212799
comb,test positivity rate,only_bcov_norm,-6,-53.48577479672582
comb,hospital admissions,orig-only_bcov_norm,-6,121.47265964525201
comb,hospital admissions,only_bcov_norm,-6,-33.991639419846194
comb,Cook County beds in use,orig-only_bcov_norm,-6,118.2866601900887
comb,Cook County beds in use,only_bcov_norm,-6,-102.2095956923693
comb,positive tests,orig-bcov_flow_norm,-6,164.6611166236862
comb,positive tests,bcov_flow_norm,-6,57.97453054004535
comb,test positivity rate,orig-bcov_flow_norm,-6,136.48041669631584
comb,test positivity rate,bcov_flow_norm,-6,-62.679741429491
comb,hospital admissions,orig-bcov_flow_norm,-6,141.43695425117522
comb,hospital admissions,bcov_flow_norm,-6,-48.82817072852191
comb,Cook County beds in use,orig-bcov_flow_norm,-6,133.81067511760273
comb,Cook County beds in use,bcov_flow_norm,-6,-121.49388489525546
comb,positive tests,orig-pmmov_bcov_norm,-6,350.5816974025639
comb,positive tests,pmmov_bcov_norm,-6,70.39205376225226
comb,test positivity rate,orig-pmmov_bcov_norm,-6,336.3717907851874
comb,test positivity rate,pmmov_bcov_norm,-6,-58.35061245458979
comb,hospital admissions,orig-pmmov_bcov_norm,-6,349.3298428417696
comb,hospital admissions,pmmov_bcov_norm,-6,-32.09552837449252
comb,Cook County beds in use,orig-pmmov_bcov_norm,-6,345.3414338213413
comb,Cook County beds in use,pmmov_bcov_norm,-6,-100.85365582920923
comb,positive tests,orig-pmmov_bcov_flow_norm,-6,369.1290478816748
comb,positive tests,pmmov_bcov_flow_norm,-6,54.7625311256532
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-6,349.0176825550784
comb,test positivity rate,pmmov_bcov_flow_norm,-6,-74.4669359583142
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-6,363.50387491983196
comb,hospital admissions,pmmov_bcov_flow_norm,-6,-48.928234900567475
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-6,358.22397391895186
comb,Cook County beds in use,pmmov_bcov_flow_norm,-6,-124.01982106825511
comb,positive tests,orig-raw_data,-5,221.85000607222958
comb,positive tests,raw_data,-5,119.91176832017635
comb,test positivity rate,orig-raw_data,-5,225.8971787810384
comb,test positivity rate,raw_data,-5,-1.4480491535206852
comb,hospital admissions,orig-raw_data,-5,223.28062907836267
comb,hospital admissions,raw_data,-5,15.617359596278845
comb,Cook County beds in use,orig-raw_data,-5,218.31264209584663
comb,Cook County beds in use,raw_data,-5,-50.337690907909234
comb,positive tests,orig-only_flow_norm,-5,250.88772625174238
comb,positive tests,only_flow_norm,-5,99.35216847201457
comb,test positivity rate,orig-only_flow_norm,-5,242.19179023553465
comb,test positivity rate,only_flow_norm,-5,-17.70101195447836
comb,hospital admissions,orig-only_flow_norm,-5,244.14990092419595
comb,hospital admissions,only_flow_norm,-5,-7.86990874104589
comb,Cook County beds in use,orig-only_flow_norm,-5,237.51504640961974
comb,Cook County beds in use,only_flow_norm,-5,-80.27284914043202
comb,positive tests,orig-pmmov_norm,-5,218.37989464060541
comb,positive tests,pmmov_norm,-5,95.33493453568138
comb,test positivity rate,orig-pmmov_norm,-5,201.53464305177857
comb,test positivity rate,pmmov_norm,-5,-37.627355171051875
comb,hospital admissions,orig-pmmov_norm,-5,223.1820746653293
comb,hospital admissions,pmmov_norm,-5,-2.8508169915185704
comb,Cook County beds in use,orig-pmmov_norm,-5,216.24210152026978
comb,Cook County beds in use,pmmov_norm,-5,-72.58430942273395
comb,positive tests,orig-only_bcov_norm,-5,132.2515667891446
comb,positive tests,only_bcov_norm,-5,68.7411552368826
comb,test positivity rate,orig-only_bcov_norm,-5,127.32255160728766
comb,test positivity rate,only_bcov_norm,-5,-48.52785914239024
comb,hospital admissions,orig-only_bcov_norm,-5,121.05154865788415
comb,hospital admissions,only_bcov_norm,-5,-35.20327952242991
comb,Cook County beds in use,orig-only_bcov_norm,-5,115.68356951599685
comb,Cook County beds in use,only_bcov_norm,-5,-105.44006308523427
comb,positive tests,orig-bcov_flow_norm,-5,162.2892244418851
comb,positive tests,bcov_flow_norm,-5,58.41018272980176
comb,test positivity rate,orig-bcov_flow_norm,-5,137.95806718941515
comb,test positivity rate,bcov_flow_norm,-5,-55.582361418521316
comb,hospital admissions,orig-bcov_flow_norm,-5,139.42803429395212
comb,hospital admissions,bcov_flow_norm,-5,-48.04471303621398
comb,Cook County beds in use,orig-bcov_flow_norm,-5,130.87288466776408
comb,Cook County beds in use,bcov_flow_norm,-5,-123.77644302200753
comb,positive tests,orig-pmmov_bcov_norm,-5,347.8505452946083
comb,positive tests,pmmov_bcov_norm,-5,68.74286845913008
comb,test positivity rate,orig-pmmov_bcov_norm,-5,335.12068918739703
comb,test positivity rate,pmmov_bcov_norm,-5,-54.814766100916756
comb,hospital admissions,orig-pmmov_bcov_norm,-5,345.8993172078692
comb,hospital admissions,pmmov_bcov_norm,-5,-33.58003175824837
comb,Cook County beds in use,orig-pmmov_bcov_norm,-5,343.1110937765365
comb,Cook County beds in use,pmmov_bcov_norm,-5,-104.34006987164986
comb,positive tests,orig-pmmov_bcov_flow_norm,-5,366.07132909266466
comb,positive tests,pmmov_bcov_flow_norm,-5,54.379495634406396
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-5,347.14867752124076
comb,test positivity rate,pmmov_bcov_flow_norm,-5,-68.64853319380569
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-5,359.7634612984368
comb,hospital admissions,pmmov_bcov_flow_norm,-5,-48.908833642237425
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-5,355.9599241288457
comb,Cook County beds in use,pmmov_bcov_flow_norm,-5,-126.86924142994172
comb,positive tests,orig-raw_data,-4,223.48981299893478
comb,positive tests,raw_data,-4,119.83374295868873
comb,test positivity rate,orig-raw_data,-4,226.0276827716491
comb,test positivity rate,raw_data,-4,-2.0397413157265305
comb,hospital admissions,orig-raw_data,-4,224.94373860590207
comb,hospital admissions,raw_data,-4,17.270484647032447
comb,Cook County beds in use,orig-raw_data,-4,218.50410589678074
comb,Cook County beds in use,raw_data,-4,-50.925542975313704
comb,positive tests,orig-only_flow_norm,-4,250.90262946042543
comb,positive tests,only_flow_norm,-4,101.65609254368167
comb,test positivity rate,orig-only_flow_norm,-4,241.63465539969064
comb,test positivity rate,only_flow_norm,-4,-16.927413527899432
comb,hospital admissions,orig-only_flow_norm,-4,245.37574355043574
comb,hospital admissions,only_flow_norm,-4,-5.462109492364846
comb,Cook County beds in use,orig-only_flow_norm,-4,237.2150154303775
comb,Cook County beds in use,only_flow_norm,-4,-79.44260404415985
comb,positive tests,orig-pmmov_norm,-4,215.04306193368603
comb,positive tests,pmmov_norm,-4,93.01334025501495
comb,test positivity rate,orig-pmmov_norm,-4,197.70801574852942
comb,test positivity rate,pmmov_norm,-4,-41.73302149606178
comb,hospital admissions,orig-pmmov_norm,-4,222.10654032986417
comb,hospital admissions,pmmov_norm,-4,-2.4381140586164634
comb,Cook County beds in use,orig-pmmov_norm,-4,213.98018836447335
comb,Cook County beds in use,pmmov_norm,-4,-75.12173065703786
comb,positive tests,orig-only_bcov_norm,-4,134.2029463153549
comb,positive tests,only_bcov_norm,-4,69.6371812294916
comb,test positivity rate,orig-only_bcov_norm,-4,125.40294951560259
comb,test positivity rate,only_bcov_norm,-4,-50.806622128141214
comb,hospital admissions,orig-only_bcov_norm,-4,121.61700355536578
comb,hospital admissions,only_bcov_norm,-4,-33.92318554886509
comb,Cook County beds in use,orig-only_bcov_norm,-4,113.61938397835138
comb,Cook County beds in use,only_bcov_norm,-4,-108.25616431298562
comb,positive tests,orig-bcov_flow_norm,-4,161.7860427524264
comb,positive tests,bcov_flow_norm,-4,61.21870621027739
comb,test positivity rate,orig-bcov_flow_norm,-4,134.98753774063363
comb,test positivity rate,bcov_flow_norm,-4,-56.69289628104087
comb,hospital admissions,orig-bcov_flow_norm,-4,139.4805598264026
comb,hospital admissions,bcov_flow_norm,-4,-46.09472659236479
comb,Cook County beds in use,orig-bcov_flow_norm,-4,128.1447129021082
comb,Cook County beds in use,bcov_flow_norm,-4,-125.20859922861251
comb,positive tests,orig-pmmov_bcov_norm,-4,345.89445317290483
comb,positive tests,pmmov_bcov_norm,-4,68.65309677340161
comb,test positivity rate,orig-pmmov_bcov_norm,-4,332.39696818234677
comb,test positivity rate,pmmov_bcov_norm,-4,-58.75206728801908
comb,hospital admissions,orig-pmmov_bcov_norm,-4,344.5901873723875
comb,hospital admissions,pmmov_bcov_norm,-4,-32.52048279197646
comb,Cook County beds in use,orig-pmmov_bcov_norm,-4,341.1395950124561
comb,Cook County beds in use,pmmov_bcov_norm,-4,-107.48607188565649
comb,positive tests,orig-pmmov_bcov_flow_norm,-4,363.48178136452054
comb,positive tests,pmmov_bcov_flow_norm,-4,55.890202123884535
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-4,344.17714716993146
comb,test positivity rate,pmmov_bcov_flow_norm,-4,-71.60145299360357
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-4,358.38572273994805
comb,hospital admissions,pmmov_bcov_flow_norm,-4,-47.475387236729205
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-4,353.8455771031654
comb,Cook County beds in use,pmmov_bcov_flow_norm,-4,-128.89572313078457
comb,positive tests,orig-raw_data,-3,223.43085689219373
comb,positive tests,raw_data,-3,117.90536877101152
comb,test positivity rate,orig-raw_data,-3,228.13681796687234
comb,test positivity rate,raw_data,-3,-5.087739022292055
comb,hospital admissions,orig-raw_data,-3,223.80948641638838
comb,hospital admissions,raw_data,-3,16.625102819562528
comb,Cook County beds in use,orig-raw_data,-3,219.21399512898017
comb,Cook County beds in use,raw_data,-3,-50.49448832651859
comb,positive tests,orig-only_flow_norm,-3,249.46992763622126
comb,positive tests,only_flow_norm,-3,101.80675366560303
comb,test positivity rate,orig-only_flow_norm,-3,242.2653227213109
comb,test positivity rate,only_flow_norm,-3,-17.89615382629944
comb,hospital admissions,orig-only_flow_norm,-3,243.8399944918583
comb,hospital admissions,only_flow_norm,-3,-4.772089327151377
comb,Cook County beds in use,orig-only_flow_norm,-3,237.49331963069875
comb,Cook County beds in use,only_flow_norm,-3,-77.85542427423258
comb,positive tests,orig-pmmov_norm,-3,211.22198207148978
comb,positive tests,pmmov_norm,-3,88.98855433195956
comb,test positivity rate,orig-pmmov_norm,-3,197.97364202055337
comb,test positivity rate,pmmov_norm,-3,-45.903490894559525
comb,hospital admissions,orig-pmmov_norm,-3,219.56912697927288
comb,hospital admissions,pmmov_norm,-3,-4.384012976443557
comb,Cook County beds in use,orig-pmmov_norm,-3,212.1339259763114
comb,Cook County beds in use,pmmov_norm,-3,-76.55784391102571
comb,positive tests,orig-only_bcov_norm,-3,132.91513364402795
comb,positive tests,only_bcov_norm,-3,67.22706867119501
comb,test positivity rate,orig-only_bcov_norm,-3,127.16573076159267
comb,test positivity rate,only_bcov_norm,-3,-53.565979983451655
comb,hospital admissions,orig-only_bcov_norm,-3,118.03210798289865
comb,hospital admissions,only_bcov_norm,-3,-36.94044509267002
comb,Cook County beds in use,orig-only_bcov_norm,-3,112.30932665557856
comb,Cook County beds in use,only_bcov_norm,-3,-109.60380710162048
comb,positive tests,orig-bcov_flow_norm,-3,158.49617490500253
comb,positive tests,bcov_flow_norm,-3,60.502264169344755
comb,test positivity rate,orig-bcov_flow_norm,-3,134.4136011771417
comb,test positivity rate,bcov_flow_norm,-3,-57.89294146818105
comb,hospital admissions,orig-bcov_flow_norm,-3,135.3263497185721
comb,hospital admissions,bcov_flow_norm,-3,-47.845018022805505
comb,Cook County beds in use,orig-bcov_flow_norm,-3,126.28575218378393
comb,Cook County beds in use,bcov_flow_norm,-3,-125.43903794295369
