wwtp,prevind,fit,feature,lag,params,lb,ub
comb,hospital admissions,only_flow_norm,Calumet,-10,1.5224908286126464,0.9088582317546979,2.1361234254705947
comb,hospital admissions,only_flow_norm,OBrien,-10,1.3335927599226485,0.737157611557624,1.930027908287673
comb,Cook County beds in use,orig-only_flow_norm,Stickney,-10,4.775131155293542,4.680127223438976,4.870135087148107
comb,Cook County beds in use,orig-only_flow_norm,Calumet,-10,4.298161073524032,4.198645998007923,4.39767614904014
comb,Cook County beds in use,orig-only_flow_norm,OBrien,-10,4.2238644139081645,4.125033298905956,4.322695528910373
comb,Cook County beds in use,only_flow_norm,raw_data,-10,0.3478722878690311,0.29937019102940304,0.3963743847086592
comb,Cook County beds in use,only_flow_norm,flow,-10,-0.693171192579625,-0.9211101014230473,-0.46523228373620273
comb,Cook County beds in use,only_flow_norm,Stickney,-10,3.0971634977369096,2.382954055958298,3.8113729395155214
comb,Cook County beds in use,only_flow_norm,Calumet,-10,2.875150323321411,2.246878820337977,3.5034218263048453
comb,Cook County beds in use,only_flow_norm,OBrien,-10,2.8023359365865113,2.191672146862532,3.4129997263104905
comb,positive tests,orig-pmmov_norm,Stickney,-10,-6.593263743999158,-6.686586903346277,-6.499940584652038
comb,positive tests,orig-pmmov_norm,Calumet,-10,-6.1436779440805935,-6.241432437695103,-6.045923450466084
comb,positive tests,orig-pmmov_norm,OBrien,-10,-6.195803762746349,-6.292886396209602,-6.0987211292830965
comb,positive tests,pmmov_norm,raw_data,-10,0.5824229595342424,0.5052301979060903,0.6596157211623945
comb,positive tests,pmmov_norm,pmmov,-10,-0.22042172251860367,-0.325388737656032,-0.11545470738117534
comb,positive tests,pmmov_norm,Stickney,-10,1.7557910475594276,0.9147909036539467,2.5967911914649084
comb,positive tests,pmmov_norm,Calumet,-10,1.4848066990275517,0.6669946376476322,2.302618760407471
comb,positive tests,pmmov_norm,OBrien,-10,1.550088453464748,0.7345644210295704,2.3656124858999257
comb,test positivity rate,orig-pmmov_norm,Stickney,-10,-2.4645794339732348,-2.5536864454586157,-2.375472422487854
comb,test positivity rate,orig-pmmov_norm,Calumet,-10,-2.362959340982443,-2.4562974881925714,-2.269621193772315
comb,test positivity rate,orig-pmmov_norm,OBrien,-10,-2.194575507079242,-2.287272147394046,-2.101878866764438
comb,test positivity rate,pmmov_norm,raw_data,-10,0.4716692660142372,0.41160205189795684,0.5317364801305176
comb,test positivity rate,pmmov_norm,pmmov,-10,-0.2058487654268064,-0.2875283949726329,-0.12416913588097994
comb,test positivity rate,pmmov_norm,Stickney,-10,-1.954978605998209,-2.6093992362528704,-1.3005579757435477
comb,test positivity rate,pmmov_norm,Calumet,-10,-1.8780262722010206,-2.5144031961724638,-1.2416493482295776
comb,test positivity rate,pmmov_norm,OBrien,-10,-2.034342963696077,-2.668939467824658,-1.3997464595674955
comb,hospital admissions,orig-pmmov_norm,Stickney,-10,-5.333519050917063,-5.429475125646108,-5.237562976188019
comb,hospital admissions,orig-pmmov_norm,Calumet,-10,-5.018871670190147,-5.119384099902089,-4.918359240478204
comb,hospital admissions,orig-pmmov_norm,OBrien,-10,-4.877794630705947,-4.977616245154749,-4.777973016257144
comb,hospital admissions,pmmov_norm,raw_data,-10,0.3908407173455274,0.33507277282803904,0.44660866186301573
comb,hospital admissions,pmmov_norm,pmmov,-10,-0.10256875046789278,-0.17840221662303543,-0.02673528431275013
comb,hospital admissions,pmmov_norm,Stickney,-10,0.39903456863083064,-0.2085463544413131,1.0066154917029744
comb,hospital admissions,pmmov_norm,Calumet,-10,0.2857866697138115,-0.3050420129606931,0.8766153523883161
comb,hospital admissions,pmmov_norm,OBrien,-10,0.15818899477241227,-0.43098670038676773,0.7473646899315922
comb,Cook County beds in use,orig-pmmov_norm,Stickney,-10,-6.822666502330285,-6.914748932067225,-6.730584072593345
comb,Cook County beds in use,orig-pmmov_norm,Calumet,-10,-6.652788557338314,-6.749243406838714,-6.556333707837915
comb,Cook County beds in use,orig-pmmov_norm,OBrien,-10,-6.6213734368878665,-6.7171653586048095,-6.5255815151709236
comb,Cook County beds in use,pmmov_norm,raw_data,-10,0.42256029497556824,0.3674810317958561,0.47763955815528036
comb,Cook County beds in use,pmmov_norm,pmmov,-10,-0.14484227044800546,-0.2197392650625204,-0.06994527583349054
comb,Cook County beds in use,pmmov_norm,Stickney,-10,2.1056833793137333,1.5056055056462068,2.70576125298126
comb,Cook County beds in use,pmmov_norm,Calumet,-10,2.1278169482620033,1.5442844406769942,2.7113494558470124
comb,Cook County beds in use,pmmov_norm,OBrien,-10,2.1092854673277284,1.5273855344265646,2.691185400228892
comb,positive tests,orig-only_bcov_norm,Stickney,-10,3.7477308911858658,3.6718782695754175,3.823583512796314
comb,positive tests,orig-only_bcov_norm,Calumet,-10,3.994507631400089,3.915053242299499,4.073962020500679
comb,positive tests,orig-only_bcov_norm,OBrien,-10,3.974495640102589,3.8955873357486466,4.053403944456531
comb,positive tests,only_bcov_norm,raw_data,-10,0.6604938746467411,0.5814097319598188,0.7395780173336635
comb,positive tests,only_bcov_norm,bcov_recovery,-10,-0.39255541136469907,-0.508450299176759,-0.27666052355263915
comb,positive tests,only_bcov_norm,Stickney,-10,-1.1657108849619608,-1.6762476476597108,-0.6551741222642109
comb,positive tests,only_bcov_norm,Calumet,-10,-1.3969795642545977,-1.9092915457438433,-0.8846675827653521
comb,positive tests,only_bcov_norm,OBrien,-10,-1.347392361282987,-1.8636568232020232,-0.8311278993639507
comb,test positivity rate,orig-only_bcov_norm,Stickney,-10,7.876415201211789,7.803639850277117,7.949190552146462
comb,test positivity rate,orig-only_bcov_norm,Calumet,-10,7.7752262344982395,7.69899523644795,7.851457232548529
comb,test positivity rate,orig-only_bcov_norm,OBrien,-10,7.975723895769696,7.90001682831315,8.051430963226242
comb,test positivity rate,only_bcov_norm,raw_data,-10,0.5275979390173802,0.4655546181846193,0.589641259850141
comb,test positivity rate,only_bcov_norm,bcov_recovery,-10,-0.3215422890851344,-0.4124644823731892,-0.23062009579707954
comb,test positivity rate,only_bcov_norm,Stickney,-10,-4.53230480325664,-4.932832584032767,-4.131777022480512
comb,test positivity rate,only_bcov_norm,Calumet,-10,-4.416843824809784,-4.818764305377387,-4.014923344242181
comb,test positivity rate,only_bcov_norm,OBrien,-10,-4.58551721432721,-4.990538506297188,-4.180495922357231
comb,hospital admissions,orig-only_bcov_norm,Stickney,-10,5.007475584267961,4.932692129573602,5.082259038962319
comb,hospital admissions,orig-only_bcov_norm,Calumet,-10,5.119313905290538,5.040979451168607,5.197648359412469
comb,hospital admissions,orig-only_bcov_norm,OBrien,-10,5.2925047721429905,5.214708705528876,5.370300838757105
comb,hospital admissions,only_bcov_norm,raw_data,-10,0.46021403705053704,0.4040162084886816,0.5164118656123925
comb,hospital admissions,only_bcov_norm,bcov_recovery,-10,-0.27035451074918676,-0.35271035118917726,-0.1879986703091963
comb,hospital admissions,only_bcov_norm,Stickney,-10,-1.2543208489649869,-1.6171123832703502,-0.8915293146596234
comb,hospital admissions,only_bcov_norm,Calumet,-10,-1.3518487527618621,-1.7159017718341427,-0.9877957336895815
comb,hospital admissions,only_bcov_norm,OBrien,-10,-1.4912258359986257,-1.8580875194888389,-1.1243641525084125
comb,Cook County beds in use,orig-only_bcov_norm,Stickney,-10,3.518328132854739,3.4443225236254644,3.592333742084014
comb,Cook County beds in use,orig-only_bcov_norm,Calumet,-10,3.485397018142369,3.407877344510956,3.562916691773782
comb,Cook County beds in use,orig-only_bcov_norm,OBrien,-10,3.548925965961072,3.4719390799052032,3.625912852016941
comb,Cook County beds in use,only_bcov_norm,raw_data,-10,0.4781338825731899,0.42164460000564896,0.5346231651407308
comb,Cook County beds in use,only_bcov_norm,bcov_recovery,-10,-0.2692901089753508,-0.35207306448725917,-0.18650715346344238
comb,Cook County beds in use,only_bcov_norm,Stickney,-10,0.14792742396514102,-0.21674562513550816,0.5126004730657903
comb,Cook County beds in use,only_bcov_norm,Calumet,-10,0.19580179589146174,-0.17013928030697112,0.5617428720898946
comb,Cook County beds in use,only_bcov_norm,OBrien,-10,0.16637849973603633,-0.2023858072170753,0.5351428066891479
comb,positive tests,orig-bcov_flow_norm,Stickney,-10,6.495337433563987,6.413501942983118,6.577172924144855
comb,positive tests,orig-bcov_flow_norm,Calumet,-10,6.341888574595436,6.256167227425093,6.42760992176578
comb,positive tests,orig-bcov_flow_norm,OBrien,-10,6.239985170162399,6.154852980125874,6.325117360198924
comb,positive tests,bcov_flow_norm,raw_data,-10,0.611279819678284,0.5320536079424264,0.6905060314141417
comb,positive tests,bcov_flow_norm,bcov_recovery,-10,-0.3377021682467329,-0.4518542739021636,-0.2235500625913022
comb,positive tests,bcov_flow_norm,flow,-10,-0.6874522169572748,-0.9986183729789081,-0.37628606093564143
comb,positive tests,bcov_flow_norm,Stickney,-10,1.0479256801472598,-0.06780524927639542,2.163656609570915
comb,positive tests,bcov_flow_norm,Calumet,-10,0.5423144104258512,-0.4642185682655827,1.548847389117285
comb,positive tests,bcov_flow_norm,OBrien,-10,0.5380352894408273,-0.4492113786424454,1.5252819575241001
comb,test positivity rate,orig-bcov_flow_norm,Stickney,-10,10.624021743589907,10.54754926844467,10.700494218735145
comb,test positivity rate,orig-bcov_flow_norm,Calumet,-10,10.122607177693588,10.042503502083278,10.202710853303898
comb,test positivity rate,orig-bcov_flow_norm,OBrien,-10,10.241213425829507,10.161660297468964,10.32076655419005
comb,test positivity rate,bcov_flow_norm,raw_data,-10,0.4897382833516458,0.4274796203205168,0.5519969463827749
comb,test positivity rate,bcov_flow_norm,bcov_recovery,-10,-0.2793444881129108,-0.3690491114260901,-0.18963986479973147
comb,test positivity rate,bcov_flow_norm,flow,-10,-0.528846977501209,-0.7733719703032377,-0.28432198469918035
comb,test positivity rate,bcov_flow_norm,Stickney,-10,-2.829386436179885,-3.7061659065903894,-1.9526069657693808
comb,test positivity rate,bcov_flow_norm,Calumet,-10,-2.924973216645306,-3.715941207882811,-2.1340052254078015
comb,test positivity rate,bcov_flow_norm,OBrien,-10,-3.1350851845989975,-3.910897334266411,-2.3592730349315842
comb,hospital admissions,orig-bcov_flow_norm,Stickney,-10,7.755082126646081,7.67645997412236,7.833704279169802
comb,hospital admissions,orig-bcov_flow_norm,Calumet,-10,7.466694848485884,7.384339420737752,7.5490502762340155
comb,hospital admissions,orig-bcov_flow_norm,OBrien,-10,7.5579943022028,7.476204897847535,7.639783706558066
comb,hospital admissions,bcov_flow_norm,raw_data,-10,0.414533704849243,0.3599911260581618,0.4690762836403242
comb,hospital admissions,bcov_flow_norm,bcov_recovery,-10,-0.21943990171010247,-0.2980269006396652,-0.14085290278053972
comb,hospital admissions,bcov_flow_norm,flow,-10,-0.6380910019150248,-0.8523105665019606,-0.42387143732808896
comb,hospital admissions,bcov_flow_norm,Stickney,-10,0.8003697009588133,0.03225469464464403,1.5684847072729826
comb,hospital admissions,bcov_flow_norm,Calumet,-10,0.44819786107941184,-0.24474079007222538,1.141136512231049
comb,hospital admissions,bcov_flow_norm,OBrien,-10,0.2588222240884703,-0.4208389385541615,0.938483386731102
comb,Cook County beds in use,orig-bcov_flow_norm,Stickney,-10,6.2659346752328595,6.188545187132839,6.34332416333288
comb,Cook County beds in use,orig-bcov_flow_norm,Calumet,-10,5.832777961337715,5.751713729551856,5.913842193123575
comb,Cook County beds in use,orig-bcov_flow_norm,OBrien,-10,5.814415496020882,5.733908413323676,5.894922578718087
comb,Cook County beds in use,bcov_flow_norm,raw_data,-10,0.43804375255727346,0.38219762853437483,0.4938898765801721
comb,Cook County beds in use,bcov_flow_norm,bcov_recovery,-10,-0.22460625494618625,-0.3050714508735452,-0.1441410590188273
comb,Cook County beds in use,bcov_flow_norm,flow,-10,-0.5600036163492358,-0.7793429405472623,-0.3406642921512093
comb,Cook County beds in use,bcov_flow_norm,Stickney,-10,1.951172000338519,1.1646993608474605,2.7376446398295773
comb,Cook County beds in use,bcov_flow_norm,Calumet,-10,1.7755648866152325,1.0660652862992623,2.4850644869312024
comb,Cook County beds in use,bcov_flow_norm,OBrien,-10,1.7022616880155739,1.0063569027307513,2.3981664733003965
comb,positive tests,orig-pmmov_bcov_norm,Stickney,-10,-5.102460224059841,-5.231580737769424,-4.973339710350257
comb,positive tests,orig-pmmov_bcov_norm,Calumet,-10,-4.609061056266912,-4.744312697137504,-4.473809415396319
comb,positive tests,orig-pmmov_bcov_norm,OBrien,-10,-4.605252680633632,-4.739574745946794,-4.47093061532047
comb,positive tests,pmmov_bcov_norm,raw_data,-10,0.6628273137215221,0.5832687615809651,0.7423858658620792
comb,positive tests,pmmov_bcov_norm,bcov_recovery,-10,-0.36696505780511224,-0.509510403887895,-0.22441971172232944
comb,positive tests,pmmov_bcov_norm,pmmov,-10,-0.03778858188074315,-0.1599889837057541,0.0844118199442678
comb,positive tests,pmmov_bcov_norm,Stickney,-10,-0.8046467592330286,-2.0792900433143764,0.4699965248483191
comb,positive tests,pmmov_bcov_norm,Calumet,-10,-1.0440374178611842,-2.295393714280718,0.20731887855834974
comb,positive tests,pmmov_bcov_norm,OBrien,-10,-0.993888723826482,-2.2485273113654594,0.2607498637124954
comb,test positivity rate,orig-pmmov_bcov_norm,Stickney,-10,-0.9737759140339168,-1.0978050293261608,-0.849746798741673
comb,test positivity rate,orig-pmmov_bcov_norm,Calumet,-10,-0.8283424531687601,-0.9582609368942379,-0.6984239694432823
comb,test positivity rate,orig-pmmov_bcov_norm,OBrien,-10,-0.6040244249665249,-0.7330499875699205,-0.47499886236312927
comb,test positivity rate,pmmov_bcov_norm,raw_data,-10,0.531865854843258,0.4696866492708347,0.5940450604156813
comb,test positivity rate,pmmov_bcov_norm,bcov_recovery,-10,-0.2747369209366945,-0.3861436288141152,-0.1633302130592738
comb,test positivity rate,pmmov_bcov_norm,pmmov,-10,-0.0691162192275438,-0.1646222798794023,0.02638984142431472
comb,test positivity rate,pmmov_bcov_norm,Stickney,-10,-3.8719098895802855,-4.868110859306078,-2.875708919854494
comb,test positivity rate,pmmov_bcov_norm,Calumet,-10,-3.7713042054148236,-4.749305165788657,-2.79330324504099
comb,test positivity rate,pmmov_bcov_norm,OBrien,-10,-3.938950614360881,-4.919516858400308,-2.9583843703214545
comb,hospital admissions,orig-pmmov_bcov_norm,Stickney,-10,-3.8427155309777445,-3.9715686557621273,-3.713862406193362
comb,hospital admissions,orig-pmmov_bcov_norm,Calumet,-10,-3.4842547823764627,-3.6192263376909724,-3.349283227061953
comb,hospital admissions,orig-pmmov_bcov_norm,OBrien,-10,-3.28724354859323,-3.42128745335976,-3.1531996438267003
comb,hospital admissions,pmmov_bcov_norm,raw_data,-10,0.45723511866204,0.40080756126922135,0.5136626760548586
comb,hospital admissions,pmmov_bcov_norm,bcov_recovery,-10,-0.3030237051627949,-0.40412516416062705,-0.20192224616496277
comb,hospital admissions,pmmov_bcov_norm,pmmov,-10,0.048241714410200795,-0.03842992555659991,0.1349133543770015
comb,hospital admissions,pmmov_bcov_norm,Stickney,-10,-1.7152630587613187,-2.619314290623863,-0.8112118268987745
comb,hospital admissions,pmmov_bcov_norm,Calumet,-10,-1.8024222694755658,-2.6899570138274855,-0.914887525123646
comb,hospital admissions,pmmov_bcov_norm,OBrien,-10,-1.9425161642506443,-2.8323789005724924,-1.0526534279287962
comb,Cook County beds in use,orig-pmmov_bcov_norm,Stickney,-10,-5.331862982390966,-5.458733579878987,-5.204992384902945
comb,Cook County beds in use,orig-pmmov_bcov_norm,Calumet,-10,-5.118171669524631,-5.251066559697405,-4.985276779351857
comb,Cook County beds in use,orig-pmmov_bcov_norm,OBrien,-10,-5.030822354775148,-5.162803867181731,-4.898840842368564
comb,Cook County beds in use,pmmov_bcov_norm,raw_data,-10,0.47914172181143055,0.4222828664107514,0.5360005772121097
comb,Cook County beds in use,pmmov_bcov_norm,bcov_recovery,-10,-0.25823734024594935,-0.36011155744690565,-0.15636312304499306
comb,Cook County beds in use,pmmov_bcov_norm,pmmov,-10,-0.01632132417270534,-0.10365542956212673,0.07101278121671606
comb,Cook County beds in use,pmmov_bcov_norm,Stickney,-10,0.30387518251699785,-0.6070860683738696,1.2148364334078652
comb,Cook County beds in use,pmmov_bcov_norm,Calumet,-10,0.34824157793134025,-0.5460769434407543,1.242560099303435
comb,Cook County beds in use,pmmov_bcov_norm,OBrien,-10,0.3190607962393956,-0.5776035108605948,1.2157251033393859
comb,positive tests,orig-pmmov_bcov_flow_norm,Stickney,-10,-2.3548536816817203,-2.490370133757727,-2.2193372296057134
comb,positive tests,orig-pmmov_bcov_flow_norm,Calumet,-10,-2.261680113071564,-2.4036313954949433,-2.1197288306481843
comb,positive tests,orig-pmmov_bcov_flow_norm,OBrien,-10,-2.3397631505738223,-2.4807388112477184,-2.1987874898999262
comb,positive tests,pmmov_bcov_flow_norm,raw_data,-10,0.6126385864028113,0.5338342874784286,0.691442885327194
comb,positive tests,pmmov_bcov_flow_norm,flow,-10,-0.7664034209575445,-1.0870760834183344,-0.4457307584967547
comb,positive tests,pmmov_bcov_flow_norm,bcov_recovery,-10,-0.2545163670908108,-0.398508669506626,-0.11052406467499568
comb,positive tests,pmmov_bcov_flow_norm,pmmov,-10,-0.11353565103166477,-0.23442913284246236,0.0073578307791328235
comb,positive tests,pmmov_bcov_flow_norm,Stickney,-10,2.3869689970756367,0.580263495795958,4.193674498355316
comb,positive tests,pmmov_bcov_flow_norm,Calumet,-10,1.8254480954701018,0.13170833450605257,3.5191878564341508
comb,positive tests,pmmov_bcov_flow_norm,OBrien,-10,1.8166696351890737,0.13808261380986675,3.4952566565682806
comb,test positivity rate,orig-pmmov_bcov_flow_norm,Stickney,-10,1.7738306283442038,1.644663358493984,1.9029978981944236
comb,test positivity rate,orig-pmmov_bcov_flow_norm,Calumet,-10,1.5190384900265872,1.3837378728581151,1.6543391071950593
comb,test positivity rate,orig-pmmov_bcov_flow_norm,OBrien,-10,1.6614651050932854,1.5270944000930908,1.79583581009348
comb,test positivity rate,pmmov_bcov_flow_norm,raw_data,-10,0.4912981932542376,0.42992810812511423,0.552668278383361
comb,test positivity rate,pmmov_bcov_flow_norm,flow,-10,-0.6194856152587498,-0.8692144861758702,-0.3697567443416295
comb,test positivity rate,pmmov_bcov_flow_norm,bcov_recovery,-10,-0.1838443903877831,-0.29598065678203783,-0.0717081239935284
comb,test positivity rate,pmmov_bcov_flow_norm,pmmov,-10,-0.13034274621562725,-0.22449044337874746,-0.03619504905250705
comb,test positivity rate,pmmov_bcov_flow_norm,Stickney,-10,-1.292119668920591,-2.6991199459382575,0.11488060809707568
comb,test positivity rate,pmmov_bcov_flow_norm,Calumet,-10,-1.4518925873388395,-2.770919020359785,-0.13286615431789417
comb,test positivity rate,pmmov_bcov_flow_norm,OBrien,-10,-1.6671699481419922,-2.9743959472912587,-0.35994394899272564
comb,hospital admissions,orig-pmmov_bcov_flow_norm,Stickney,-10,-1.0951089885996241,-1.22905367848074,-0.9611642987185083
comb,hospital admissions,orig-pmmov_bcov_flow_norm,Calumet,-10,-1.1368738391811164,-1.277178726234698,-0.9965689521275347
comb,hospital admissions,orig-pmmov_bcov_flow_norm,OBrien,-10,-1.0217540185334206,-1.1610945994037016,-0.8824134376631395
comb,hospital admissions,pmmov_bcov_flow_norm,raw_data,-10,0.41472420345886035,0.36006309899061434,0.46938530792710637
comb,hospital admissions,pmmov_bcov_flow_norm,flow,-10,-0.6491599325255383,-0.8715884312512141,-0.4267314337998625
comb,hospital admissions,pmmov_bcov_flow_norm,bcov_recovery,-10,-0.20777728209037058,-0.3076548064437896,-0.10789975773695155
comb,hospital admissions,pmmov_bcov_flow_norm,pmmov,-10,-0.01591765773559127,-0.09977312411225343,0.0679378086410709
comb,hospital admissions,pmmov_bcov_flow_norm,Stickney,-10,0.988103095873262,-0.2650838431231233,2.241290034869647
comb,hospital admissions,pmmov_bcov_flow_norm,Calumet,-10,0.6280927455668044,-0.5467376542939373,1.802923145427546
comb,hospital admissions,pmmov_bcov_flow_norm,OBrien,-10,0.4380863028130942,-0.7262336871749329,1.6024062928011211
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,Stickney,-10,-2.584256440012847,-2.716004781889179,-2.452508098136515
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,Calumet,-10,-2.7707907263292846,-2.908794974522042,-2.632786478136527
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,OBrien,-10,-2.7653328247153386,-2.902388578863101,-2.628277070567576
comb,Cook County beds in use,pmmov_bcov_flow_norm,raw_data,-10,0.43896476906334647,0.38338303389626527,0.4945465042304277
comb,Cook County beds in use,pmmov_bcov_flow_norm,flow,-10,-0.6135193234576708,-0.8396940784329185,-0.387344568482423
comb,Cook County beds in use,pmmov_bcov_flow_norm,bcov_recovery,-10,-0.16822019945011488,-0.2697799129202363,-0.06666048597999348
comb,Cook County beds in use,pmmov_bcov_flow_norm,pmmov,-10,-0.07695817592541473,-0.16222597960046323,0.008309627749633758
comb,Cook County beds in use,pmmov_bcov_flow_norm,Stickney,-10,2.858819335951042,1.5845255719345077,4.133113099967576
comb,Cook County beds in use,pmmov_bcov_flow_norm,Calumet,-10,2.6453148459642977,1.4506973425944252,3.83993234933417
comb,Cook County beds in use,pmmov_bcov_flow_norm,OBrien,-10,2.5689618480994425,1.3850317763818534,3.7528919198170314
comb,positive tests,orig-raw_data,Stickney,-9,2.252952344319414,2.162864546178224,2.343040142460604
comb,positive tests,orig-raw_data,Calumet,-9,2.456027990288993,2.361662484987334,2.550393495590652
comb,positive tests,orig-raw_data,OBrien,-9,2.379830919085565,2.286113981643256,2.4735478565278743
comb,positive tests,raw_data,raw_data,-9,0.49908245238107485,0.4287141101727649,0.5694507945893847
comb,positive tests,raw_data,Stickney,-9,0.22051687463570166,-0.1330914213404398,0.5741251706118431
comb,positive tests,raw_data,Calumet,-9,0.0010549070607139832,-0.3508865569650083,0.3529963710864363
comb,positive tests,raw_data,OBrien,-9,0.07075756004326247,-0.2801970416628333,0.4217121617493583
comb,test positivity rate,orig-raw_data,Stickney,-9,6.385873528572674,6.294828254006932,6.476918803138416
comb,test positivity rate,orig-raw_data,Calumet,-9,6.238948548288264,6.143580101983699,6.33431699459283
comb,test positivity rate,orig-raw_data,OBrien,-9,6.386492148896122,6.2917791635979015,6.481205134194342
comb,test positivity rate,raw_data,raw_data,-9,0.4022849233562513,0.3450601304735382,0.45950971623896447
comb,test positivity rate,raw_data,Stickney,-9,-3.4344300209309093,-3.721990603770023,-3.1468694380917954
