wwtp,prevind,fit,lag,aic,aicall,aictest
comb,hospital admissions,only_bcov_norm,-7,-41.77327204956157,-87.77376071492941,-56.16121165338025
comb,Cook County beds in use,orig-only_bcov_norm,-7,136.80340180490538,168.02071023880313,37.13349019921213
comb,Cook County beds in use,only_bcov_norm,-7,-101.69096676217669,-163.96284934407825,-79.52082663469692
comb,positive tests,orig-bcov_flow_norm,-7,188.42751644493345,243.84533859640715,59.51598743597435
comb,positive tests,bcov_flow_norm,-7,60.593739320748114,51.4704144081651,-1.5288072501224337
comb,test positivity rate,orig-bcov_flow_norm,-7,158.7797322675758,183.51431591408485,30.12211196283389
comb,test positivity rate,bcov_flow_norm,-7,-72.76515638924536,-99.58366101081728,-15.541428099278946
comb,hospital admissions,orig-bcov_flow_norm,-7,159.03087339116394,197.68641051174728,44.38085565842253
comb,hospital admissions,bcov_flow_norm,-7,-58.11827379811041,-99.33865816507678,-38.28340383388877
comb,Cook County beds in use,orig-bcov_flow_norm,-7,156.12105815120003,192.28266536297028,42.031390584527536
comb,Cook County beds in use,bcov_flow_norm,-7,-122.44608860495066,-179.59481102310872,-56.2909514279728
comb,positive tests,orig-pmmov_bcov_norm,-7,386.7319533229101,465.0212166932984,84.19197982446951
comb,positive tests,pmmov_bcov_norm,-7,75.62453651928377,63.21477716799935,-9.338284882329368
comb,test positivity rate,orig-pmmov_bcov_norm,-7,370.4302005644073,440.1366783360442,75.03043650969009
comb,test positivity rate,pmmov_bcov_norm,-7,-69.03742622629807,-94.84683665066464,-14.495510331279103
comb,hospital admissions,orig-pmmov_bcov_norm,-7,380.7395421463396,453.2923065295805,77.9808689207336
comb,hospital admissions,pmmov_bcov_norm,-7,-40.16053978352056,-87.40983887837993,-57.580055059962206
comb,Cook County beds in use,orig-pmmov_bcov_norm,-7,380.3432071712559,451.81038996255177,76.72732707126667
comb,Cook County beds in use,pmmov_bcov_norm,-7,-100.3320406837994,-163.6404253753384,-80.81699459838919
comb,positive tests,orig-pmmov_bcov_flow_norm,-7,409.4158816362843,491.5777758115233,87.99533110844325
comb,positive tests,pmmov_bcov_flow_norm,-7,56.62611543097137,41.27239443402247,-8.986644186827654
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-7,386.43791526958057,460.2267549054849,79.21927887870513
comb,test positivity rate,pmmov_bcov_flow_norm,-7,-86.47966071310702,-98.935915189082,0.9092342168590442
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-7,399.0330763302648,474.7957784410401,81.07411103268646
comb,hospital admissions,pmmov_bcov_flow_norm,-7,-59.60229879546921,-101.975395193458,-37.80449354455804
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-7,397.3018071999849,472.3362038255347,80.28246625434495
comb,Cook County beds in use,pmmov_bcov_flow_norm,-7,-125.34727202115596,-181.8591379734478,-51.98992247661107
comb,positive tests,orig-raw_data,-6,243.0075777244957,270.3379659326052,26.475247430789494
comb,positive tests,raw_data,-6,120.60825854687312,106.20349153256124,-34.13212910980765
comb,test positivity rate,orig-raw_data,-6,245.4173222342521,276.69584645404984,32.607420027240394
comb,test positivity rate,raw_data,-6,-20.501675981087487,-24.93292309384193,3.545148726889357
comb,hospital admissions,orig-raw_data,-6,240.17058494155407,265.52031159054894,23.445134201964944
comb,hospital admissions,raw_data,-6,4.049361124119059,-33.16526403797434,-52.13222449973857
comb,Cook County beds in use,orig-raw_data,-6,237.7116401587017,262.52614027780714,22.903214406657156
comb,Cook County beds in use,raw_data,-6,-59.85408945601307,-108.16306329829304,-58.5492430326689
comb,positive tests,orig-only_flow_norm,-6,272.7089967052876,306.2114264362618,32.50664326207296
comb,positive tests,only_flow_norm,-6,99.81213911701012,88.17487006900025,-15.731832530856249
comb,test positivity rate,orig-only_flow_norm,-6,262.4836129505872,297.9351780604983,37.06047890994394
comb,test positivity rate,only_flow_norm,-6,-38.887863087419305,-37.05212986368181,10.708251961767669
comb,hospital admissions,orig-only_flow_norm,-6,262.4168271817224,291.5384959153488,26.384733078818726
comb,hospital admissions,only_flow_norm,-6,-20.99767921119189,-50.26723904146153,-25.541885088195585
comb,Cook County beds in use,orig-only_flow_norm,-6,257.7099185176685,286.54685893259773,26.71169473528763
comb,Cook County beds in use,only_flow_norm,-6,-89.83717592287985,-129.73568545745437,-33.77721954946183
comb,positive tests,orig-pmmov_norm,-6,233.9705510866791,250.00856202855005,5.278424213012232
comb,positive tests,pmmov_norm,-6,94.62333880095014,72.00513978736934,-46.42602927576361
comb,test positivity rate,orig-pmmov_norm,-6,213.0190823049977,240.0833914910351,29.74756657541537
comb,test positivity rate,pmmov_norm,-6,-58.78631775086853,-61.6153448858542,6.111189260090836
comb,hospital admissions,orig-pmmov_norm,-6,238.98664757709844,254.85709710988047,3.1634969664518184
comb,hospital admissions,pmmov_norm,-6,-13.350728755573186,-56.80940379991317,-60.9902808783573
comb,Cook County beds in use,orig-pmmov_norm,-6,232.94039925159692,248.85450188446865,5.298206079628159
comb,Cook County beds in use,pmmov_norm,-6,-80.02895689671539,-134.16795834608334,-64.19531043558004
comb,positive tests,orig-only_bcov_norm,-6,149.47966073748938,200.7467480299501,54.38402974100717
comb,positive tests,only_bcov_norm,-6,71.61756484428338,63.22078017124996,-3.997953595280734
comb,test positivity rate,orig-only_bcov_norm,-6,138.1232925001708,154.66987724025455,21.146118278480365
comb,test positivity rate,only_bcov_norm,-6,-68.03371504794893,-99.57187918611405,-23.870957783176078
comb,hospital admissions,orig-only_bcov_norm,-6,137.35307250434,172.83669944135912,41.06076767135743
comb,hospital admissions,only_bcov_norm,-6,-41.78556053522948,-87.25421622856838,-54.70426361148007
comb,Cook County beds in use,orig-only_bcov_norm,-6,133.10818009839528,163.59781624767766,36.40247759864418
comb,Cook County beds in use,only_bcov_norm,-6,-108.15149008585377,-171.53017738052964,-79.9685443842971
comb,positive tests,orig-bcov_flow_norm,-6,182.5551932441415,237.91332072121853,59.19298169302797
comb,positive tests,bcov_flow_norm,-6,59.81617893423686,50.34019453082441,-1.981302407659399
comb,test positivity rate,orig-bcov_flow_norm,-6,153.01528098448358,176.84593600316902,29.27052961112979
comb,test positivity rate,bcov_flow_norm,-6,-77.84638629029689,-104.5591856863694,-15.240693426743311
comb,hospital admissions,orig-bcov_flow_norm,-6,159.9133088816352,199.1595112824993,44.93405973339053
comb,hospital admissions,bcov_flow_norm,-6,-57.49839859480926,-98.57837560203224,-38.13623112084188
comb,Cook County beds in use,orig-bcov_flow_norm,-6,152.11566646072637,187.52231147980316,41.26976956397184
comb,Cook County beds in use,bcov_flow_norm,-6,-128.22095433677828,-186.3976371274392,-57.10046043413128
comb,positive tests,orig-pmmov_bcov_norm,-6,380.7710868003984,458.99438764311145,84.18500157755112
comb,positive tests,pmmov_bcov_norm,-6,70.83363440000858,56.92138414310209,-11.268612760489052
comb,test positivity rate,orig-pmmov_bcov_norm,-6,364.5594729018734,433.7190383843711,74.59913373875537
comb,test positivity rate,pmmov_bcov_norm,-6,-75.34895644782046,-100.5140070329937,-13.55371979589657
comb,hospital admissions,orig-pmmov_bcov_norm,-6,380.7257576103698,453.3267725613266,78.03706995716944
comb,hospital admissions,pmmov_bcov_norm,-6,-40.25441244633396,-87.11789655238772,-56.41380232826036
comb,Cook County beds in use,orig-pmmov_bcov_norm,-6,377.4201421864564,448.67917162406377,76.59231310702492
comb,Cook County beds in use,pmmov_bcov_norm,-6,-107.07394997064056,-171.6304050367235,-81.55384438733645
comb,positive tests,orig-pmmov_bcov_flow_norm,-6,403.1061448553205,485.16281141917005,87.97433594922228
comb,positive tests,pmmov_bcov_flow_norm,-6,53.82100684296188,37.10118830093059,-10.970724201749729
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-6,381.1385177141874,454.4249373947968,78.81064770324744
comb,test positivity rate,pmmov_bcov_flow_norm,-6,-93.85591933840853,-104.8771676162176,1.8888183145182929
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-6,398.7829286398248,474.6366464616312,81.18987567965605
comb,hospital admissions,pmmov_bcov_flow_norm,-6,-59.15360947201407,-101.5463093006394,-37.9311805333448
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-6,394.3834949635667,469.1787597233248,80.11166027021734
comb,Cook County beds in use,pmmov_bcov_flow_norm,-6,-131.82591427604348,-189.129165713656,-52.241716665418096
comb,positive tests,orig-raw_data,-5,244.88632692253617,271.99349875755814,25.78722753391385
comb,positive tests,raw_data,-5,120.04607888480405,104.92173016391116,-36.36389560067933
comb,test positivity rate,orig-raw_data,-5,249.9657235529222,282.4529953574351,33.94465613644847
